COHORTE,AGE_PRET_BIN,AGE_MOIS,ER_obs,ER_moyen_age,ER_moyen_coh,EAD_sum
2015,36-60,50.0,0.0177,0.1198,0.0761,35258.6
2015,36-60,50.0,0.0248,0.1198,0.0761,49816.98
2015,36-60,50.0,0.7854,0.1198,0.0761,1909.85
2015,36-60,51.0,0.83,0.1198,0.0761,1024.13
2015,36-60,51.0,0.0,0.1198,0.0761,1687.32
2015,36-60,51.0,0.4439,0.1198,0.0761,3884.13
2015,36-60,51.0,0.0165,0.1198,0.0761,45310.5
2015,36-60,52.0,0.7301,0.1198,0.0761,13878.55
2015,36-60,52.0,0.0144,0.1198,0.0761,46576.69
2015,36-60,52.0,0.0511,0.1198,0.0761,76693.56
2015,36-60,52.0,0.0301,0.1198,0.0761,32212.06
2015,36-60,52.0,0.2437,0.1198,0.0761,3307.06
2015,36-60,52.0,0.0609,0.1198,0.0761,3456.1
2015,36-60,53.0,0.0279,0.1198,0.0761,6317.96
2015,36-60,53.0,0.0145,0.1198,0.0761,46160.01
2015,36-60,53.0,0.0,0.1198,0.0761,27821.06
2015,36-60,53.0,0.2146,0.1198,0.0761,1397.67
2015,36-60,53.0,0.0274,0.1198,0.0761,45509.61
2015,36-60,54.0,0.05,0.1198,0.0761,19355.58
2015,36-60,54.0,0.0147,0.1198,0.0761,50104.16
2015,36-60,54.0,0.0676,0.1198,0.0761,7699.05
2015,36-60,54.0,0.0327,0.1198,0.0761,8465.54
2015,36-60,54.0,0.181,0.1198,0.0761,19333.79
2015,36-60,55.0,0.9553,0.1198,0.0761,1046.83
2015,36-60,55.0,0.0273,0.1198,0.0761,25333.96
2015,36-60,56.0,0.3705,0.1198,0.0761,3625.11
2015,36-60,56.0,0.0161,0.1198,0.0761,156448.11
2015,36-60,56.0,0.0298,0.1198,0.0761,17711.11
2015,36-60,56.0,0.0,0.1198,0.0761,9970.63
2015,36-60,56.0,0.0428,0.1198,0.0761,65957.95
2015,36-60,57.0,0.6194,0.1198,0.0761,1124.27
2015,36-60,57.0,0.0321,0.1198,0.0761,18764.75
2015,36-60,57.0,0.1943,0.1198,0.0761,1235.19
2015,36-60,57.0,0.0352,0.1198,0.0761,7855.13
2015,36-60,57.0,0.3784,0.1198,0.0761,7970.22
2015,36-60,58.0,0.017,0.1198,0.0761,32022.35
2015,36-60,58.0,0.0317,0.1198,0.0761,30847.17
2015,36-60,58.0,0.0169,0.1198,0.0761,83040.23
2015,36-60,58.0,0.0163,0.1198,0.0761,34845.88
2015,36-60,59.0,0.0277,0.1198,0.0761,24491.66
2015,36-60,59.0,0.0337,0.1198,0.0761,17855.28
2015,36-60,59.0,0.0,0.1198,0.0761,1378.94
2015,36-60,59.0,0.032,0.1198,0.0761,16478.88
2015,36-60,59.0,0.8645,0.1198,0.0761,17350.07
2015,36-60,59.0,0.7612,0.1198,0.0761,1970.62
2015,36-60,60.0,0.6816,0.1198,0.0761,4532.75
2015,36-60,60.0,0.1872,0.1198,0.0761,39219.87
2015,36-60,60.0,0.1883,0.1198,0.0761,1708.01
2015,36-60,60.0,0.0202,0.1198,0.0761,30974.57
2015,60-120,61.0,0.2631,0.1222,0.0761,2545.76
2015,60-120,61.0,0.0397,0.1222,0.0761,29290.76
2015,60-120,61.0,0.0501,0.1222,0.0761,1894.41
2015,60-120,61.0,0.0752,0.1222,0.0761,3987.39
2015,60-120,61.0,0.5596,0.1222,0.0761,12983.49
2015,60-120,62.0,0.019,0.1222,0.0761,33917.07
2015,60-120,62.0,0.8692,0.1222,0.0761,1495.63
2015,60-120,62.0,0.0176,0.1222,0.0761,91197.34
2015,60-120,62.0,0.2744,0.1222,0.0761,42274.36
2015,60-120,63.0,0.0,0.1222,0.0761,1289.28
2015,60-120,63.0,0.0625,0.1222,0.0761,13919.16
2015,60-120,64.0,0.0301,0.1222,0.0761,22538.38
2015,60-120,64.0,0.0305,0.1222,0.0761,6215.57
2015,60-120,64.0,0.0254,0.1222,0.0761,15267.23
2015,60-120,65.0,0.0531,0.1222,0.0761,21390.77
2015,60-120,65.0,0.1062,0.1222,0.0761,43970.93
2015,60-120,67.0,0.0,0.1222,0.0761,1353.88
2015,60-120,67.0,0.0204,0.1222,0.0761,35509.69
2015,60-120,67.0,0.0435,0.1222,0.0761,76824.22
2015,60-120,68.0,0.0169,0.1222,0.0761,43399.06
2015,60-120,68.0,0.019,0.1222,0.0761,49990.24
2015,60-120,68.0,0.0,0.1222,0.0761,2564.99
2015,60-120,69.0,0.026,0.1222,0.0761,24140.63
2015,60-120,69.0,0.1257,0.1222,0.0761,12727.74
2015,60-120,69.0,0.0165,0.1222,0.0761,23749.59
2015,60-120,71.0,0.0175,0.1222,0.0761,38257.12
2015,60-120,71.0,0.0436,0.1222,0.0761,34366.07
2015,60-120,71.0,0.0174,0.1222,0.0761,38772.4
2015,60-120,71.0,0.036,0.1222,0.0761,6939.38
2015,60-120,72.0,0.0221,0.1222,0.0761,29194.32
2015,60-120,72.0,0.1028,0.1222,0.0761,56024.09
2015,60-120,72.0,0.647,0.1222,0.0761,1545.63
2015,60-120,73.0,0.0284,0.1222,0.0761,24632.99
2015,60-120,73.0,0.0398,0.1222,0.0761,17063.79
2015,60-120,73.0,0.0225,0.1222,0.0761,22190.2
2015,60-120,73.0,0.0174,0.1222,0.0761,22633.12
2015,60-120,74.0,0.0544,0.1222,0.0761,6729.45
2015,60-120,74.0,0.263,0.1222,0.0761,1819.43
2015,60-120,74.0,0.0423,0.1222,0.0761,11830.16
2015,60-120,74.0,0.0,0.1222,0.0761,7351.59
2015,60-120,75.0,0.1758,0.1222,0.0761,4062.1
2015,60-120,75.0,0.07,0.1222,0.0761,1427.67
2015,60-120,75.0,0.0183,0.1222,0.0761,36957.29
2015,60-120,76.0,0.2435,0.1222,0.0761,14967.4
2015,60-120,76.0,0.0186,0.1222,0.0761,35919.97
2015,60-120,76.0,0.0211,0.1222,0.0761,42331.04
2015,60-120,77.0,0.6569,0.1222,0.0761,1522.28
2015,60-120,78.0,0.0215,0.1222,0.0761,44024.75
2015,60-120,79.0,0.1198,0.1222,0.0761,7926.59
2015,60-120,79.0,0.0193,0.1222,0.0761,35098.11
2015,60-120,79.0,0.061,0.1222,0.0761,4954.63
2015,60-120,80.0,0.0197,0.1222,0.0761,34003.45
2015,60-120,80.0,0.0503,0.1222,0.0761,64134.31
2015,60-120,80.0,0.0216,0.1222,0.0761,35100.35
2015,60-120,82.0,0.0266,0.1222,0.0761,24214.54
2015,60-120,82.0,0.0203,0.1222,0.0761,36159.53
2015,60-120,84.0,0.0468,0.1222,0.0761,37039.72
2015,60-120,84.0,0.0233,0.1222,0.0761,73460.14
2015,60-120,84.0,0.0868,0.1222,0.0761,4608.15
2015,60-120,84.0,0.0318,0.1222,0.0761,8355.13
2015,60-120,85.0,0.1494,0.1222,0.0761,38461.45
2015,60-120,86.0,0.0215,0.1222,0.0761,31049.04
2015,60-120,86.0,0.0445,0.1222,0.0761,4490.23
2015,60-120,86.0,0.0,0.1222,0.0761,24297.85
2015,60-120,86.0,0.0428,0.1222,0.0761,9055.09
2015,60-120,87.0,0.0253,0.1222,0.0761,21553.12
2015,60-120,87.0,0.0807,0.1222,0.0761,9008.64
2015,60-120,87.0,0.0212,0.1222,0.0761,18550.14
2015,60-120,87.0,0.3386,0.1222,0.0761,73825.01
2015,60-120,88.0,0.1222,0.1222,0.0761,9672.09
2015,60-120,88.0,0.0249,0.1222,0.0761,22602.29
2015,60-120,89.0,0.1423,0.1222,0.0761,1405.83
2015,60-120,89.0,0.0,0.1222,0.0761,11036.84
2015,60-120,90.0,0.023,0.1222,0.0761,29024.9
2015,60-120,90.0,0.0257,0.1222,0.0761,21831.61
2015,60-120,91.0,0.0096,0.1222,0.0761,51830.15
2015,60-120,91.0,0.0,0.1222,0.0761,11402.92
2015,60-120,92.0,0.0262,0.1222,0.0761,53549.35
2015,60-120,93.0,0.5788,0.1222,0.0761,10366.25
2015,60-120,93.0,0.4574,0.1222,0.0761,1093.04
2015,60-120,94.0,0.002,0.1222,0.0761,8655.99
2015,60-120,94.0,0.0249,0.1222,0.0761,29496.35
2015,60-120,94.0,0.0269,0.1222,0.0761,31362.15
2015,60-120,94.0,0.1201,0.1222,0.0761,4161.7
2015,60-120,94.0,0.0704,0.1222,0.0761,9948.87
2015,60-120,95.0,0.1355,0.1222,0.0761,3689.37
2015,60-120,95.0,0.0,0.1222,0.0761,7373.57
2015,60-120,95.0,0.2759,0.1222,0.0761,38644.6
2015,60-120,96.0,0.4006,0.1222,0.0761,9985.28
2015,60-120,97.0,0.0299,0.1222,0.0761,31757.12
2015,60-120,97.0,0.6285,0.1222,0.0761,15909.19
2015,60-120,97.0,0.3549,0.1222,0.0761,13807.92
2015,60-120,98.0,0.0294,0.1222,0.0761,47714.36
2015,60-120,98.0,0.0323,0.1222,0.0761,45678.95
2015,60-120,98.0,0.2653,0.1222,0.0761,3769.31
2015,60-120,99.0,0.4987,0.1222,0.0761,19050.92
2015,60-120,100.0,0.0283,0.1222,0.0761,25996.89
2015,60-120,100.0,0.0574,0.1222,0.0761,3483.5
2015,60-120,102.0,0.3757,0.1222,0.0761,13308.31
2015,60-120,102.0,0.5532,0.1222,0.0761,4519.12
2015,60-120,104.0,0.0342,0.1222,0.0761,21848.83
2015,60-120,105.0,0.0398,0.1222,0.0761,16598.71
2015,60-120,106.0,0.0359,0.1222,0.0761,20808.48
2016,12-36,25.0,0.2894,0.1754,0.104,16135.6
2016,12-36,25.0,0.0,0.1754,0.104,5381.31
2016,12-36,26.0,0.0754,0.1754,0.104,8653.77
2016,12-36,26.0,0.0217,0.1754,0.104,72838.2
2016,12-36,26.0,0.0166,0.1754,0.104,24886.73
2016,12-36,26.0,0.6701,0.1754,0.104,2536.81
2016,12-36,26.0,0.0,0.1754,0.104,11172.8
2016,12-36,26.0,0.0,0.1754,0.104,12103.3
2016,12-36,27.0,0.1156,0.1754,0.104,1779.93
2016,12-36,27.0,0.0532,0.1754,0.104,7311.07
2016,12-36,27.0,0.0817,0.1754,0.104,18354.68
2016,12-36,27.0,0.0531,0.1754,0.104,2262.38
2016,12-36,27.0,0.0379,0.1754,0.104,41899.27
2016,12-36,27.0,0.5161,0.1754,0.104,7506.49
2016,12-36,27.0,0.0,0.1754,0.104,74252.42
2016,12-36,27.0,0.63,0.1754,0.104,28570.89
2016,12-36,28.0,0.0281,0.1754,0.104,18363.17
2016,12-36,28.0,0.3035,0.1754,0.104,1951.65
2016,12-36,28.0,0.049,0.1754,0.104,16110.43
2016,12-36,28.0,0.0,0.1754,0.104,1742.19
2016,12-36,28.0,0.0421,0.1754,0.104,3684.17
2016,12-36,28.0,0.0429,0.1754,0.104,10151.19
2016,12-36,29.0,0.0436,0.1754,0.104,10409.23
2016,12-36,29.0,0.1295,0.1754,0.104,1158.68
2016,12-36,29.0,0.0,0.1754,0.104,1538.57
2016,12-36,29.0,0.3204,0.1754,0.104,37449.09
2016,12-36,29.0,0.0133,0.1754,0.104,125670.61
2016,12-36,29.0,0.0123,0.1754,0.104,42665.78
2016,12-36,29.0,0.5175,0.1754,0.104,15844.09
2016,12-36,30.0,0.131,0.1754,0.104,5532.0
2016,12-36,30.0,0.5403,0.1754,0.104,3238.92
2016,12-36,30.0,0.0127,0.1754,0.104,18826.17
2016,12-36,30.0,0.5132,0.1754,0.104,10717.94
2016,12-36,30.0,0.0,0.1754,0.104,132607.9
2016,12-36,30.0,0.6496,0.1754,0.104,11253.76
2016,12-36,30.0,0.0101,0.1754,0.104,73727.6
2016,12-36,30.0,0.3252,0.1754,0.104,3362.32
2016,12-36,30.0,0.0,0.1754,0.104,32285.2
2016,12-36,31.0,0.0652,0.1754,0.104,4494.71
2016,12-36,31.0,0.5461,0.1754,0.104,5493.68
2016,12-36,31.0,0.0147,0.1754,0.104,88307.86
2016,12-36,31.0,0.021,0.1754,0.104,21016.37
2016,12-36,31.0,0.0696,0.1754,0.104,31228.17
2016,12-36,31.0,0.0682,0.1754,0.104,35941.79
2016,12-36,31.0,0.6811,0.1754,0.104,4713.04
2016,12-36,31.0,0.0859,0.1754,0.104,23091.65
2016,12-36,31.0,0.0484,0.1754,0.104,6201.23
2016,12-36,31.0,0.7048,0.1754,0.104,35890.08
2016,12-36,32.0,0.5502,0.1754,0.104,9072.02
2016,12-36,32.0,0.0131,0.1754,0.104,51052.21
2016,12-36,32.0,0.0382,0.1754,0.104,12988.33
2016,12-36,32.0,0.0,0.1754,0.104,2293.19
2016,12-36,32.0,0.0282,0.1754,0.104,89593.74
2016,12-36,32.0,0.2868,0.1754,0.104,15341.27
2016,12-36,32.0,0.5702,0.1754,0.104,16836.83
2016,12-36,33.0,0.4562,0.1754,0.104,4834.42
2016,12-36,33.0,0.0,0.1754,0.104,12118.95
2016,12-36,33.0,0.3429,0.1754,0.104,7912.97
2016,12-36,33.0,0.0492,0.1754,0.104,5519.55
2016,12-36,33.0,0.0,0.1754,0.104,1333.97
2016,12-36,33.0,0.0336,0.1754,0.104,32932.27
2016,12-36,33.0,0.0475,0.1754,0.104,9665.66
2016,12-36,33.0,0.1838,0.1754,0.104,25046.99
2016,12-36,34.0,0.3423,0.1754,0.104,10216.11
2016,12-36,34.0,0.0432,0.1754,0.104,14845.93
2016,12-36,34.0,0.0133,0.1754,0.104,50298.49
2016,12-36,34.0,0.2206,0.1754,0.104,9066.74
2016,12-36,34.0,0.7321,0.1754,0.104,1366.02
2016,12-36,34.0,0.1706,0.1754,0.104,5256.02
2016,12-36,34.0,0.7197,0.1754,0.104,5613.29
2016,12-36,34.0,0.0533,0.1754,0.104,9154.18
2016,12-36,35.0,0.0874,0.1754,0.104,11299.84
2016,12-36,35.0,0.0544,0.1754,0.104,7553.56
2016,12-36,35.0,0.0642,0.1754,0.104,26693.28
2016,12-36,35.0,0.0556,0.1754,0.104,26919.93
2016,12-36,35.0,0.0132,0.1754,0.104,69625.33
2016,12-36,35.0,0.0227,0.1754,0.104,81607.96
2016,12-36,35.0,0.4857,0.1754,0.104,5353.14
2016,12-36,35.0,0.5176,0.1754,0.104,20771.02
2016,12-36,35.0,0.0,0.1754,0.104,5514.71
2016,12-36,36.0,0.6887,0.1754,0.104,5808.31
2016,12-36,36.0,0.6308,0.1754,0.104,1585.19
2016,12-36,36.0,0.0,0.1754,0.104,40743.07
2016,12-36,36.0,0.0898,0.1754,0.104,33400.76
2016,12-36,36.0,0.0472,0.1754,0.104,13387.55
2016,12-36,36.0,0.058,0.1754,0.104,46308.32
2016,12-36,36.0,0.0533,0.1754,0.104,9380.7
2016,12-36,36.0,0.0792,0.1754,0.104,45000.33
2016,12-36,36.0,0.0984,0.1754,0.104,8093.91
2016,36-60,37.0,0.0124,0.1198,0.104,60729.69
2016,36-60,37.0,0.1006,0.1198,0.104,6414.86
2016,36-60,37.0,0.0286,0.1198,0.104,13568.21
2016,36-60,37.0,0.1132,0.1198,0.104,9106.98
2016,36-60,37.0,0.0484,0.1198,0.104,56288.23
2016,36-60,37.0,0.409,0.1198,0.104,5378.77
2016,36-60,37.0,0.1651,0.1198,0.104,7571.91
2016,36-60,38.0,0.0515,0.1198,0.104,4124.85
2016,36-60,38.0,0.0588,0.1198,0.104,10657.93
2016,36-60,38.0,0.0385,0.1198,0.104,11853.14
2016,36-60,38.0,0.0225,0.1198,0.104,33871.36
2016,36-60,38.0,0.0582,0.1198,0.104,12570.49
2016,36-60,38.0,0.429,0.1198,0.104,4196.07
2016,36-60,38.0,0.3286,0.1198,0.104,7968.59
2016,36-60,38.0,0.0928,0.1198,0.104,5685.0
2016,36-60,38.0,0.2141,0.1198,0.104,1684.27
2016,36-60,38.0,0.7636,0.1198,0.104,4210.61
2016,36-60,39.0,0.0285,0.1198,0.104,61425.08
2016,36-60,39.0,0.0385,0.1198,0.104,67173.64
2016,36-60,39.0,0.0352,0.1198,0.104,23276.89
2016,36-60,39.0,0.3442,0.1198,0.104,1162.28
2016,36-60,39.0,0.1318,0.1198,0.104,41278.14
2016,36-60,39.0,0.035,0.1198,0.104,5720.41
2016,36-60,39.0,0.2666,0.1198,0.104,3123.49
2016,36-60,39.0,0.0172,0.1198,0.104,127559.53
2016,36-60,39.0,0.0301,0.1198,0.104,3322.31
2016,36-60,39.0,0.0585,0.1198,0.104,6804.48
2016,36-60,40.0,0.5513,0.1198,0.104,2141.11
2016,36-60,40.0,0.2252,0.1198,0.104,2499.17
2016,36-60,40.0,0.276,0.1198,0.104,12185.94
2016,36-60,40.0,0.1384,0.1198,0.104,1757.15
2016,36-60,40.0,0.1979,0.1198,0.104,42505.56
2016,36-60,40.0,0.0262,0.1198,0.104,26735.49
2016,36-60,40.0,0.0999,0.1198,0.104,7815.75
2016,36-60,40.0,0.1854,0.1198,0.104,3215.04
2016,36-60,40.0,0.0261,0.1198,0.104,161833.83
2016,36-60,40.0,0.3046,0.1198,0.104,14075.4
2016,36-60,41.0,0.023,0.1198,0.104,64270.67
2016,36-60,41.0,0.1809,0.1198,0.104,2571.28
2016,36-60,41.0,0.5495,0.1198,0.104,17323.58
2016,36-60,41.0,0.0141,0.1198,0.104,47607.85
2016,36-60,41.0,0.2366,0.1198,0.104,6339.04
2016,36-60,41.0,0.3064,0.1198,0.104,2284.35
2016,36-60,41.0,0.0065,0.1198,0.104,29289.75
2016,36-60,41.0,0.0539,0.1198,0.104,20157.69
2016,36-60,41.0,0.5632,0.1198,0.104,10830.4
2016,36-60,41.0,0.0653,0.1198,0.104,2427.9
2016,36-60,42.0,0.6938,0.1198,0.104,3209.53
2016,36-60,42.0,0.0435,0.1198,0.104,4781.78
2016,36-60,42.0,0.0529,0.1198,0.104,55130.03
2016,36-60,42.0,0.0,0.1198,0.104,6370.76
2016,36-60,42.0,0.0,0.1198,0.104,20836.0
2016,36-60,42.0,0.0676,0.1198,0.104,1998.33
2016,36-60,42.0,0.1426,0.1198,0.104,4896.35
2016,36-60,42.0,0.2593,0.1198,0.104,4032.83
2016,36-60,42.0,0.1412,0.1198,0.104,4001.33
2016,36-60,43.0,0.0692,0.1198,0.104,1068.27
2016,36-60,43.0,0.0,0.1198,0.104,14414.99
2016,36-60,43.0,0.0638,0.1198,0.104,1572.44
2016,36-60,43.0,0.0128,0.1198,0.104,24520.78
2016,36-60,43.0,0.1367,0.1198,0.104,4872.82
2016,36-60,44.0,0.1055,0.1198,0.104,103293.33
2016,36-60,44.0,0.0716,0.1198,0.104,4127.95
2016,36-60,44.0,0.103,0.1198,0.104,8397.39
2016,36-60,44.0,0.4473,0.1198,0.104,1011.79
2016,36-60,45.0,0.0161,0.1198,0.104,91133.73
2016,36-60,45.0,0.3859,0.1198,0.104,5182.48
2016,36-60,45.0,0.0163,0.1198,0.104,25311.66
2016,36-60,45.0,0.0234,0.1198,0.104,124103.66
2016,36-60,45.0,0.0181,0.1198,0.104,30950.39
2016,36-60,45.0,0.0,0.1198,0.104,1332.13
2016,36-60,45.0,0.013,0.1198,0.104,24134.49
2016,36-60,45.0,0.0567,0.1198,0.104,29920.46
2016,36-60,45.0,0.5787,0.1198,0.104,4320.23
2016,36-60,45.0,0.1216,0.1198,0.104,35856.7
2016,36-60,46.0,0.1796,0.1198,0.104,4019.57
2016,36-60,46.0,0.3333,0.1198,0.104,6917.16
2016,36-60,46.0,0.0388,0.1198,0.104,86404.3
2016,36-60,46.0,0.1583,0.1198,0.104,3159.24
2016,36-60,46.0,0.0539,0.1198,0.104,52421.48
2016,36-60,46.0,0.1237,0.1198,0.104,17781.83
2016,36-60,46.0,0.1209,0.1198,0.104,19590.91
2016,36-60,46.0,0.0806,0.1198,0.104,3678.59
2016,36-60,47.0,0.2406,0.1198,0.104,4368.42
2016,36-60,47.0,0.0146,0.1198,0.104,45905.06
2016,36-60,47.0,0.0636,0.1198,0.104,39494.23
2016,36-60,47.0,0.1281,0.1198,0.104,3122.15
2016,36-60,47.0,0.2115,0.1198,0.104,13195.46
2016,36-60,47.0,0.1593,0.1198,0.104,41805.3
2016,36-60,47.0,0.2254,0.1198,0.104,3993.01
2016,36-60,47.0,0.2732,0.1198,0.104,2793.47
2016,36-60,47.0,0.3389,0.1198,0.104,49270.95
2016,36-60,48.0,0.072,0.1198,0.104,19199.44
2016,36-60,48.0,0.8764,0.1198,0.104,3422.94
2016,36-60,48.0,0.0106,0.1198,0.104,84627.63
2016,36-60,48.0,0.4903,0.1198,0.104,2039.49
2016,36-60,48.0,0.0514,0.1198,0.104,7875.47
2016,36-60,48.0,0.1071,0.1198,0.104,118256.36
2016,36-60,49.0,0.7981,0.1198,0.104,31324.28
2016,36-60,49.0,0.0,0.1198,0.104,24921.12
2016,36-60,49.0,0.0,0.1198,0.104,2549.63
2016,36-60,49.0,0.3898,0.1198,0.104,33350.17
2016,36-60,49.0,0.2537,0.1198,0.104,12405.72
2016,36-60,50.0,0.3917,0.1198,0.104,8936.51
2016,36-60,50.0,0.7157,0.1198,0.104,2794.3
2016,36-60,50.0,0.6984,0.1198,0.104,2863.69
2016,36-60,50.0,0.4525,0.1198,0.104,1589.92
2016,36-60,50.0,0.1016,0.1198,0.104,12200.37
2016,36-60,51.0,0.251,0.1198,0.104,2534.27
2016,36-60,51.0,0.0154,0.1198,0.104,33090.84
2016,36-60,51.0,0.2975,0.1198,0.104,1680.42
2016,36-60,51.0,0.242,0.1198,0.104,2826.6
2016,36-60,51.0,0.1247,0.1198,0.104,1603.7
2016,36-60,51.0,0.6267,0.1198,0.104,1595.69
2016,36-60,51.0,0.038,0.1198,0.104,29422.38
2016,36-60,52.0,0.0,0.1198,0.104,22930.33
2016,36-60,52.0,0.0198,0.1198,0.104,28332.57
2016,36-60,52.0,0.0888,0.1198,0.104,15403.02
2016,36-60,53.0,0.0141,0.1198,0.104,53317.61
2016,36-60,53.0,0.6165,0.1198,0.104,1079.81
2016,36-60,53.0,0.6858,0.1198,0.104,28098.67
2016,36-60,54.0,0.2725,0.1198,0.104,9883.99
2016,36-60,54.0,0.0337,0.1198,0.104,8709.53
2016,36-60,54.0,0.3618,0.1198,0.104,1030.54
2016,36-60,54.0,0.3678,0.1198,0.104,1334.94
2016,36-60,55.0,0.1261,0.1198,0.104,2532.92
2016,36-60,55.0,0.0144,0.1198,0.104,52348.55
2016,36-60,55.0,0.5429,0.1198,0.104,4789.32
2016,36-60,55.0,0.0184,0.1198,0.104,22629.13
2016,36-60,55.0,0.1009,0.1198,0.104,1893.96
2016,36-60,55.0,0.6431,0.1198,0.104,3824.78
2016,36-60,55.0,0.0228,0.1198,0.104,98315.54
2016,36-60,56.0,0.0111,0.1198,0.104,38413.95
2016,36-60,56.0,0.0227,0.1198,0.104,25977.09
2016,36-60,56.0,0.0144,0.1198,0.104,21916.93
2016,36-60,56.0,0.2147,0.1198,0.104,17019.5
2016,36-60,57.0,0.6526,0.1198,0.104,15170.27
2016,36-60,57.0,0.4584,0.1198,0.104,17453.14
2016,36-60,57.0,0.1472,0.1198,0.104,70213.27
2016,36-60,57.0,0.1313,0.1198,0.104,1522.73
2016,36-60,57.0,0.3097,0.1198,0.104,1009.9
2016,36-60,57.0,0.5888,0.1198,0.104,5179.59
2016,36-60,58.0,0.0992,0.1198,0.104,15119.42
2016,36-60,59.0,0.0477,0.1198,0.104,1654.94
2016,36-60,59.0,0.1792,0.1198,0.104,6767.43
2016,36-60,59.0,0.0234,0.1198,0.104,22662.37
2016,36-60,59.0,0.0588,0.1198,0.104,34038.82
2016,36-60,59.0,0.0,0.1198,0.104,6635.18
2016,36-60,59.0,0.0215,0.1198,0.104,19250.92
2016,36-60,60.0,0.0934,0.1198,0.104,4449.25
2016,36-60,60.0,0.0433,0.1198,0.104,5168.95
2016,36-60,60.0,0.0217,0.1198,0.104,25834.64
2016,60-120,61.0,0.0992,0.1222,0.104,5693.01
2016,60-120,61.0,0.0,0.1222,0.104,2173.81
2016,60-120,61.0,0.0,0.1222,0.104,2371.8
2016,60-120,62.0,0.1193,0.1222,0.104,12571.43
2016,60-120,62.0,0.0391,0.1222,0.104,2559.76
2016,60-120,62.0,0.4224,0.1222,0.104,24384.49
2016,60-120,63.0,0.0647,0.1222,0.104,4375.28
2016,60-120,63.0,0.615,0.1222,0.104,1824.48
2016,60-120,63.0,0.103,0.1222,0.104,6927.79
2016,60-120,64.0,0.268,0.1222,0.104,3790.87
2016,60-120,64.0,0.0131,0.1222,0.104,110800.89
2016,60-120,64.0,0.0253,0.1222,0.104,45395.39
2016,60-120,65.0,0.0909,0.1222,0.104,5500.48
2016,60-120,65.0,0.0727,0.1222,0.104,3894.81
2016,60-120,65.0,0.5766,0.1222,0.104,26016.66
2016,60-120,65.0,0.3266,0.1222,0.104,9184.33
2016,60-120,66.0,0.027,0.1222,0.104,14870.14
2016,60-120,66.0,0.0113,0.1222,0.104,79850.05
2016,60-120,66.0,0.5256,0.1222,0.104,3804.96
2016,60-120,67.0,0.0132,0.1222,0.104,110078.97
2016,60-120,67.0,0.0621,0.1222,0.104,19589.93
2016,60-120,67.0,0.0337,0.1222,0.104,10931.67
2016,60-120,68.0,0.0504,0.1222,0.104,4962.06
2016,60-120,68.0,0.1439,0.1222,0.104,3695.92
2016,60-120,68.0,0.753,0.1222,0.104,13014.14
2016,60-120,68.0,0.0,0.1222,0.104,3490.91
2016,60-120,68.0,0.8382,0.1222,0.104,11930.45
2016,60-120,69.0,0.1406,0.1222,0.104,4268.2
2016,60-120,69.0,0.3387,0.1222,0.104,1667.9
2016,60-120,69.0,0.0356,0.1222,0.104,10349.21
2016,60-120,69.0,0.8412,0.1222,0.104,11887.36
2016,60-120,70.0,0.8107,0.1222,0.104,3700.71
2016,60-120,71.0,0.0349,0.1222,0.104,18104.32
2016,60-120,71.0,0.0191,0.1222,0.104,44917.18
2016,60-120,71.0,0.0138,0.1222,0.104,105667.99
2016,60-120,71.0,0.9345,0.1222,0.104,1230.58
2016,60-120,71.0,0.0,0.1222,0.104,4632.25
2016,60-120,72.0,0.0123,0.1222,0.104,72946.77
2016,60-120,72.0,0.225,0.1222,0.104,44435.9
2016,60-120,72.0,0.3581,0.1222,0.104,20728.93
2016,60-120,73.0,0.037,0.1222,0.104,17109.95
2016,60-120,73.0,0.0,0.1222,0.104,9346.95
2016,60-120,73.0,0.2033,0.1222,0.104,24598.94
2016,60-120,74.0,0.0279,0.1222,0.104,20106.61
2016,60-120,74.0,0.0978,0.1222,0.104,5111.88
2016,60-120,74.0,0.3531,0.1222,0.104,29515.16
2016,60-120,74.0,0.4204,0.1222,0.104,7135.6
2016,60-120,75.0,0.0179,0.1222,0.104,42120.66
2016,60-120,75.0,0.6438,0.1222,0.104,17863.51
2016,60-120,75.0,0.0,0.1222,0.104,17998.57
2016,60-120,76.0,0.0209,0.1222,0.104,99449.19
2016,60-120,76.0,0.539,0.1222,0.104,11131.05
2016,60-120,76.0,0.2589,0.1222,0.104,1622.12
2016,60-120,77.0,0.0,0.1222,0.104,5317.55
2016,60-120,78.0,0.0373,0.1222,0.104,10744.28
2016,60-120,78.0,0.0216,0.1222,0.104,56519.6
2016,60-120,78.0,0.0351,0.1222,0.104,22772.93
2016,60-120,79.0,0.1743,0.1222,0.104,3442.0
2016,60-120,80.0,0.0396,0.1222,0.104,10120.18
2016,60-120,80.0,0.8409,0.1222,0.104,1189.16
2016,60-120,80.0,0.051,0.1222,0.104,7219.03
2016,60-120,81.0,0.2755,0.1222,0.104,18150.94
2016,60-120,81.0,0.9142,0.1222,0.104,10938.05
2016,60-120,82.0,0.0,0.1222,0.104,11663.41
2016,60-120,82.0,0.472,0.1222,0.104,1483.2
2016,60-120,83.0,0.023,0.1222,0.104,35995.13
2016,60-120,83.0,0.1003,0.1222,0.104,9972.03
2016,60-120,83.0,0.0223,0.1222,0.104,38448.7
2016,60-120,84.0,0.0241,0.1222,0.104,50684.55
