COHORTE,AGE_PRET_BIN,AGE_MOIS,ER_obs,ER_pred,RA_sum,EAD_sum
1999,120+,281.0,0.138036888099778,0.34462948183495207,378.62,2742.89
2000,120+,250.0,0.29569264523683503,0.3408264694202442,1000.0,3381.89
2000,120+,285.0,0.07560975609756099,0.34462948183495207,77.81,1029.1
2006,120+,166.0,0.4514304915840458,0.3408264694202442,1330.0,2946.19
2006,120+,168.0,0.512142637022438,0.34452264992337556,5800.0,11324.97
2007,120+,148.0,0.07030964367072588,0.3408264694202442,500.0,7111.4
2007,120+,148.0,0.0,0.3408264694202442,0.0,5241.82
2007,120+,154.0,0.20543414397646548,0.34462948183495207,1000.0,4867.74
2007,120+,154.0,0.33050094027517507,0.3408264694202442,1000.0,3025.71
2007,120+,155.0,0.11343089903061954,0.34462948183495207,500.0,4407.97
2008,120+,124.0,0.0,0.34462948183495207,0.0,2706.7
2008,120+,131.0,0.0,0.3408264694202442,0.0,3495.74
2008,120+,131.0,0.0,0.3408264694202442,0.0,1203.24
2008,120+,174.0,0.44627396937489516,0.3483177760588111,2500.0,5601.94
2009,120+,121.0,0.048158421944829714,0.34462948183495207,50.0,1038.24
2009,120+,124.0,0.04723353202905807,0.34462948183495207,50.0,1058.57
2009,120+,142.0,0.16653917000102864,0.3408264694202442,1926.6800000000003,11568.93
2009,120+,162.0,0.0,0.3266011519868284,0.0,2609.11
2010,60-120,102.0,0.8231457612794978,0.3408264694202442,6000.0,7289.11
2010,60-120,103.0,0.0,0.3408264694202442,0.0,3067.51
2010,60-120,107.0,0.8811737233995682,0.3266011519868284,3000.0,3404.55
2010,60-120,108.0,0.0,0.3374230998987695,0.0,8422.36
2010,60-120,111.0,0.9890088153652409,0.3408264694202442,1500.0,1516.67
