ID;AGE_CLI;B_MAT;B_RESMAT;CLASSACT;CSP;DARRET;E_OFF;MREVTOT;MTECH;NBIMP;NB_ECH;produit;RA;Tx;EAD;AGE_PRET;HORIZON_RES;CSP_grp;CRD;ER_obs;FLAG_ER;Capital_initial;Date_origination;Cohorte
a065717;54.0;85.0;54.0;1;23.0;2021-12-01;0.0;2083.0;200.97;0;84;AMO;9213.27;1.6702615810677497;0.0;31.0;54;INDEPENDANT;10852.38;0.8489630845952686;1;17082.45;2019-05-16;2019Q2
a065718;48.0;121.0;90.0;1;46.0;2021-12-01;0.0;2797.0;206.42;0;120;AMO;14900.85;2.1454220894357183;0.0;31.0;90;SALARIE;18577.8;0.802078286987695;1;24976.82;2019-05-16;2019Q2
a065719;62.0;158.0;129.0;1;56.0;2021-12-01;0.0;3100.0;54.32;0;156;AMO;5322.99;2.234959697834663;0.0;29.0;129;SALARIE;7007.28;0.7596371202520807;1;8582.56;2019-07-15;2019Q3
a065720;57.0;121.0;93.0;1;32.0;2021-12-01;0.0;4450.0;64.53;0;120;AMO;5366.56;2.0094711429643777;0.0;28.0;93;SALARIE;6001.29;0.8942344062693188;1;7808.13;2019-08-14;2019Q3
a065721;67.0;157.0;130.0;1;70.0;2021-12-01;0.0;1612.0;237.24;0;156;AMO;8000.0;2.192846610115697;20661.89;27.0;130;SALARIE;30841.2;0.259393279120138;1;37246.68;2019-09-13;2019Q3
a065722;60.0;145.0;128.0;1;70.0;2021-12-01;0.0;1480.0;135.12;0;144;AMO;9990.0;2.1464033821674446;8737.73;17.0;128;SALARIE;17295.36;0.5776115674955595;1;19592.4;2020-07-09;2020Q3
a065723;67.0;121.0;2.0;1;70.0;2021-12-01;0.0;2161.0;171.41;0;22;AMO;17568.08;2.0094711429643777;119.3;119.0;2;SALARIE;342.82;1.0;1;20740.61;2012-02-22;2012Q1
a065724;67.0;157.0;140.0;1;70.0;2021-12-01;0.0;1800.0;286.72;0;156;AMO;28721.85;2.149334769562251;0.0;17.0;140;SALARIE;40140.8;0.7155275928730866;1;45015.04;2020-07-09;2020Q3
a065725;66.0;121.0;98.0;1;70.0;2021-12-01;0.0;1270.0;42.3;0;120;AMO;6000.0;2.140481330820168;2692.04;23.0;98;SALARIE;4145.4;1.0;1;5118.299999999999;2020-01-11;2020Q1
a065726;62.0;121.0;101.0;1;70.0;2021-12-01;0.0;1505.0;179.02;0;120;AMO;15310.48;2.140481330820168;0.0;20.0;101;SALARIE;18081.02;0.846770812708575;1;21661.420000000002;2020-04-10;2020Q2
a065727;62.0;157.0;133.0;1;70.0;2021-12-01;0.0;2673.0;305.35;0;156;AMO;31337.47;2.220985605570282;0.0;24.0;133;SALARIE;40611.55;0.7716393489044373;1;47939.950000000004;2019-12-12;2019Q4
a065728;70.0;121.0;98.0;1;70.0;2021-12-01;0.0;2178.0;31.88;0;120;AMO;6000.0;2.214329465504629;2503.77;23.0;98;SALARIE;3124.24;1.0;1;3857.48;2020-01-11;2020Q1
a065729;68.0;133.0;109.0;1;70.0;2021-12-01;0.0;1740.0;207.96;0;132;AMO;16126.65;2.1434524505722234;0.0;24.0;109;SALARIE;22667.64;0.7114393029005225;1;27658.68;2019-12-12;2019Q4
a065730;69.0;157.0;139.0;1;70.0;2021-12-01;0.0;1750.0;574.72;0;156;AMO;57271.96;2.149334769562251;0.0;18.0;139;SALARIE;79886.08;0.7169203946419701;1;90231.04000000001;2020-06-09;2020Q2
a065731;55.0;85.0;1.0;1;21.0;2021-12-01;0.0;4500.0;120.8;0;18;AMO;8436.75;2.12428200139184;0.26;84.0;1;AUTRE;120.8;1.0;1;10268.0;2015-01-07;2015Q1
a065732;29.0;85.0;68.0;1;52.0;2021-12-01;0.0;1358.0;283.42;0;84;AMO;17667.42;1.493876731796634;0.0;17.0;68;SALARIE;19272.56;0.9167137111001339;1;24090.7;2020-07-09;2020Q3
a065733;53.0;122.0;106.0;1;46.0;2021-12-01;0.0;3692.0;517.23;0;120;AMO;41492.32;2.1981003597008844;0.0;16.0;106;SALARIE;54826.380000000005;0.7567948130078986;1;63102.060000000005;2020-08-08;2020Q3
a065734;50.0;157.0;141.0;1;64.0;2021-12-01;0.0;2033.0;229.08;0;156;AMO;18363.61;2.205007933192081;0.0;16.0;141;INACTIF;32300.280000000002;0.5685278889223251;1;35965.560000000005;2020-08-08;2020Q3
a065735;65.0;121.0;106.0;1;70.0;2021-12-01;0.0;3164.0;111.65;0;120;AMO;9000.0;2.167452739121905;9592.4;15.0;106;SALARIE;11834.900000000001;0.760462699304599;1;13509.650000000001;2020-09-07;2020Q3
a065736;52.0;121.0;105.0;2;90.0;2021-12-01;0.0;0.0;113.35;0;120;AMO;40500.0;2.214329465504629;5356.5;16.0;105;AUTRE;11901.75;1.0;1;13715.349999999999;2020-08-08;2020Q3
a065737;43.0;157.0;142.0;1;23.0;2021-12-01;0.0;2160.0;333.37;0;156;AMO;33128.34;2.205007933192081;0.0;15.0;142;INDEPENDANT;47338.54;0.6998175271142708;1;52339.090000000004;2020-09-07;2020Q3
a065738;54.0;89.0;75.0;1;23.0;2021-12-01;0.0;3293.0;134.38;0;84;AMO;9269.55;1.493876731796634;0.0;14.0;75;INDEPENDANT;10078.5;0.9197350796249442;1;11959.82;2020-10-07;2020Q4
a065740;56.0;157.0;151.0;1;46.0;2021-12-01;0.0;3248.0;154.01;0;156;AMO;9990.0;2.149334769562251;15062.73;6.0;151;SALARIE;23255.51;0.42957561455328225;1;24179.57;2021-06-04;2021Q2
a065741;63.0;121.0;113.0;1;70.0;2021-12-01;0.0;3556.0;50.79;0;120;AMO;20000.0;2.140481330820168;4649.76;8.0;113;SALARIE;5739.2699999999995;1.0;1;6145.59;2021-04-05;2021Q2
a065742;63.0;145.0;135.0;1;10.0;2021-12-01;0.0;2119.0;35.16;0;144;AMO;16000.0;2.1464033821674446;3699.63;10.0;135;AUTRE;4746.599999999999;1.0;1;5098.2;2021-02-04;2021Q1
a065743;56.0;157.0;145.0;1;55.0;2021-12-01;0.0;2058.0;410.0;0;156;AMO;42179.88;2.149334769562251;0.0;12.0;145;SALARIE;59450.0;0.7095017661900757;1;64370.0;2020-12-06;2020Q4
a065744;47.0;89.0;77.0;1;22.0;2021-12-01;0.0;8442.0;560.13;0;84;AMO;39398.93;1.493876731796634;0.0;12.0;77;AUTRE;43130.01;0.9134922528420466;1;49851.57;2020-12-06;2020Q4
a065745;46.0;121.0;109.0;1;54.0;2021-12-01;0.0;1611.0;160.25;0;120;AMO;14527.48;2.167452739121905;0.0;12.0;109;SALARIE;17467.25;0.8316981780188638;1;19390.25;2020-12-06;2020Q4
a065746;42.0;121.0;112.0;1;60.0;2021-12-01;0.0;2067.0;81.46;0;120;AMO;19200.0;2.1211759171419122;5463.03;9.0;112;INACTIF;9123.519999999999;1.0;1;9856.66;2021-03-06;2021Q1
a065747;59.0;157.0;149.0;1;46.0;2021-12-01;0.0;3507.0;42.13;0;156;AMO;55000.0;2.1304275335968486;4368.17;8.0;149;SALARIE;6277.370000000001;1.0;1;6614.410000000001;2021-04-05;2021Q2
a065748;59.0;121.0;112.0;1;64.0;2021-12-01;0.0;3000.0;132.23;0;120;AMO;9000.0;2.1211759171419122;10351.2;9.0;112;INACTIF;14809.759999999998;0.607707349747734;1;15999.829999999998;2021-03-06;2021Q1
a065749;63.0;86.0;78.0;1;70.0;2021-12-01;0.0;1482.0;352.17;0;84;AMO;24919.81;1.5802653078427549;0.0;8.0;78;SALARIE;27469.260000000002;0.9071889814286952;1;30286.620000000003;2021-04-05;2021Q2
a065750;53.0;121.0;114.0;1;10.0;2021-12-01;0.0;2991.0;156.72;0;120;AMO;14922.09;2.1211759171419122;0.0;7.0;114;AUTRE;17866.079999999998;0.8352190295800759;1;18963.12;2021-05-05;2021Q2
a065751;29.0;73.0;6.0;1;52.0;2021-12-01;0.0;1770.0;33.0;0;72;AMO;375.0;2.240283461791843;0.0;67.0;6;SALARIE;198.0;1.0;1;2409.0;2016-05-31;2016Q2
a065752;52.0;62.0;3.0;1;46.0;2021-12-01;0.0;2528.0;404.26;0;60;AMO;404.26;1.9727563489110205;0.0;59.0;3;SALARIE;1212.78;0.3333333333333333;1;25064.12;2017-01-26;2017Q1
a065753;43.0;73.0;18.0;1;52.0;2021-12-01;0.0;2226.0;417.73;0;72;AMO;7367.0;2.161528549432433;0.0;55.0;18;SALARIE;7519.14;0.9797663030612543;1;30494.29;2017-05-26;2017Q2
a065754;36.0;72.0;21.0;1;52.0;2021-12-01;0.0;2261.0;240.8;0;72;AMO;5094.0;2.1576292039841345;0.0;51.0;21;SALARIE;5056.8;1.0;1;17337.600000000002;2017-09-23;2017Q3
a065755;32.0;60.0;9.0;1;52.0;2021-12-01;0.0;2143.0;76.86;0;60;AMO;679.62;2.2272157016855454;0.0;51.0;9;SALARIE;691.74;0.9824789660855234;1;4611.6;2017-09-23;2017Q3
a065756;36.0;62.0;11.0;1;52.0;2021-12-01;0.0;2027.0;271.19;0;60;AMO;2837.54;2.10422569042319;0.0;51.0;11;SALARIE;2983.09;0.9512083108454655;1;16813.78;2017-09-23;2017Q3
a065757;45.0;61.0;12.0;1;52.0;2021-12-01;0.0;2248.0;559.97;0;60;AMO;6410.32;1.9250447599955063;0.0;49.0;12;SALARIE;6719.64;0.9539677720830282;1;34158.17;2017-11-22;2017Q4
a065758;34.0;54.0;2.0;1;56.0;2021-12-01;0.0;2113.0;59.1;0;44;AMO;1469.68;2.1806073626269216;5.67;52.0;2;SALARIE;118.2;1.0;1;3191.4;2017-08-24;2017Q3
a065759;35.0;72.0;4.0;1;55.0;2021-12-01;0.0;1832.0;196.28;0;72;AMO;744.44;2.221893008671636;0.0;68.0;4;SALARIE;785.12;0.9481862645200734;1;14132.16;2016-05-01;2016Q2
a065760;43.0;61.0;29.0;1;52.0;2021-12-01;0.0;2071.0;307.16;0;88;AMO;8645.55;2.1976648834841632;0.0;32.0;29;SALARIE;8907.640000000001;0.9705769429388702;1;18736.760000000002;2019-04-16;2019Q2
a065761;47.0;72.0;15.0;1;47.0;2021-12-01;0.0;2367.0;42.11;0;72;AMO;4775.82;2.221893008671636;308.74;57.0;15;SALARIE;631.65;1.0;1;3031.92;2017-03-27;2017Q1
a065762;52.0;72.0;17.0;1;64.0;2021-12-01;0.0;1405.0;134.17;0;72;AMO;2326.0;2.221893008671636;0.0;55.0;17;INACTIF;2280.89;1.0;1;9660.24;2017-05-26;2017Q2
a065763;72.0;72.0;20.0;1;70.0;2021-12-01;0.0;4100.0;355.67;0;72;AMO;6835.18;2.273493673461221;0.0;52.0;20;SALARIE;7113.400000000001;0.9608879017066382;1;25608.24;2017-08-24;2017Q3
a065764;51.0;49.0;7.0;1;53.0;2021-12-01;0.0;2000.0;84.24;0;48;AMO;794.0;2.23727206004156;0.0;42.0;7;SALARIE;589.68;1.0;1;4127.759999999999;2018-06-20;2018Q2
a065765;59.0;48.0;12.0;1;45.0;2021-12-01;0.0;3497.0;439.75;0;48;AMO;5213.08;1.9260229858729667;0.0;36.0;12;SALARIE;5277.0;0.9878870570399848;1;21108.0;2018-12-17;2018Q4
a065766;69.0;60.0;24.0;1;52.0;2021-12-01;0.0;1938.0;91.52;0;60;AMO;2063.54;1.7750808580065962;0.0;36.0;24;SALARIE;2196.48;0.9394758886946387;1;5491.2;2018-12-17;2018Q4
a065767;40.0;37.0;6.0;1;45.0;2021-12-01;0.0;3360.0;61.93;0;36;AMO;359.29;2.229650450982495;0.0;31.0;6;SALARIE;371.58;0.9669250228752894;1;2291.41;2019-05-16;2019Q2
a065768;52.0;61.0;31.0;1;45.0;2021-12-01;0.0;3894.0;226.89;0;60;AMO;6806.0;2.20586354270022;0.0;30.0;31;SALARIE;7033.589999999999;0.9676424130493817;1;13840.289999999999;2019-06-15;2019Q2
a065769;46.0;48.0;19.0;1;52.0;2021-12-01;0.0;2430.0;131.8;0;48;AMO;2455.52;1.917969330871092;0.0;29.0;19;SALARIE;2504.2000000000003;0.9805606580944013;1;6326.400000000001;2019-07-15;2019Q3
a065770;48.0;72.0;44.0;1;60.0;2021-12-01;0.0;1497.0;271.55;0;72;AMO;10774.81;2.20586354270022;0.0;28.0;44;INACTIF;11948.2;0.9017935756013458;1;19551.600000000002;2019-08-14;2019Q3
a065771;63.0;60.0;33.0;1;52.0;2021-12-01;0.0;2470.0;47.82;0;60;AMO;1550.0;2.2447622179818976;0.0;27.0;33;SALARIE;1578.06;0.9822186735612081;1;2869.2;2019-09-13;2019Q3
a065772;66.0;60.0;33.0;1;70.0;2021-12-01;0.0;4905.0;149.04;0;60;AMO;4545.5;1.917969330871092;0.0;27.0;33;SALARIE;4918.32;0.924197693521365;1;8942.4;2019-09-13;2019Q3
a065773;57.0;36.0;1.0;1;52.0;2021-12-01;0.0;2010.0;27.63;0;28;AMO;1999.87;1.917969330871092;15.98;35.0;1;SALARIE;27.63;1.0;1;994.68;2019-01-16;2019Q1
a065774;51.0;49.0;24.0;1;53.0;2021-12-01;0.0;2000.0;71.82;0;48;AMO;1764.0;2.213910290101821;0.0;25.0;24;SALARIE;1723.6799999999998;1.0;1;3519.18;2019-11-12;2019Q4
a065775;70.0;48.0;25.0;1;70.0;2021-12-01;0.0;3255.0;231.67;0;48;AMO;251.07;2.060982048302028;5403.03;23.0;25;SALARIE;5791.75;0.04334959209220011;1;11120.16;2020-01-11;2020Q1
a065776;63.0;47.0;23.0;1;52.0;2021-12-01;0.0;1982.0;147.75;0;48;AMO;3342.53;1.8930481527692042;0.0;24.0;23;SALARIE;3398.25;0.9836033252409329;1;6944.25;2019-12-12;2019Q4
a065777;68.0;61.0;38.0;1;52.0;2021-12-01;0.0;2896.0;194.59;0;60;AMO;6515.09;1.917969330871092;0.0;23.0;38;SALARIE;7394.42;0.8810819509846615;1;11869.99;2020-01-11;2020Q1
a065778;49.0;49.0;26.0;1;47.0;2021-12-01;0.0;1700.0;65.96;0;48;AMO;1430.04;1.9339297021706814;0.0;23.0;26;SALARIE;1714.9599999999998;0.8338620142743854;1;3232.0399999999995;2020-01-11;2020Q1
a065779;55.0;61.0;40.0;1;82.0;2021-12-01;0.0;2702.0;90.31;0;60;AMO;3513.86;2.2447622179818976;0.0;21.0;40;INDEPENDANT;3612.4;0.9727217362418337;1;5508.91;2020-03-11;2020Q1
a065780;38.0;48.0;27.0;1;52.0;2021-12-01;0.0;1824.0;159.87;0;48;AMO;4893.57;1.9339297021706814;0.0;21.0;27;SALARIE;4316.49;1.0;1;7673.76;2020-03-11;2020Q1
a065781;52.0;71.0;1.0;1;52.0;2021-12-01;0.0;2880.0;171.73;0;19;AMO;9531.44;2.0931751214388186;160.99;70.0;1;SALARIE;171.73;1.0;1;12192.83;2016-03-02;2016Q1
a065782;32.0;36.0;19.0;1;52.0;2021-12-01;0.0;1995.0;92.9;0;36;AMO;1736.1;2.229650450982495;0.0;17.0;19;SALARIE;1765.1000000000001;0.9835703359583026;1;3344.4;2020-07-09;2020Q3
a065783;49.0;72.0;59.0;1;47.0;2021-12-01;0.0;893.0;85.97;0;72;AMO;4400.93;2.2447622179818976;0.0;13.0;59;SALARIE;5072.23;0.8676519006433069;1;6189.84;2020-11-06;2020Q4
a065784;71.0;48.0;35.0;1;52.0;2021-12-01;0.0;2685.0;221.26;0;48;AMO;7642.48;1.956669555329463;0.0;13.0;35;SALARIE;7744.099999999999;0.9868777520951434;1;10620.48;2020-11-06;2020Q4
a065785;70.0;48.0;38.0;1;70.0;2021-12-01;0.0;1430.0;229.57;0;48;AMO;8069.93;1.9401214708921635;0.0;10.0;38;SALARIE;8723.66;0.925062416462815;1;11019.36;2021-02-04;2021Q1
a065786;56.0;36.0;26.0;1;60.0;2021-12-01;0.0;1580.0;123.86;0;36;AMO;3076.43;2.229650450982495;0.0;10.0;26;INACTIF;3220.36;0.9553062390540187;1;4458.96;2021-02-04;2021Q1
a065787;49.0;24.0;15.0;1;60.0;2021-12-01;0.0;3011.0;221.76;0;24;AMO;3395.92;2.125106421437776;0.0;9.0;15;INACTIF;3326.3999999999996;1.0;1;5322.24;2021-03-06;2021Q1
a065788;51.0;12.0;7.0;1;52.0;2021-12-01;0.0;3213.0;129.25;0;12;AMO;904.75;2.144438574441063;0.0;5.0;7;SALARIE;904.75;1.0;1;1551.0;2021-07-04;2021Q3
a065789;53.0;128.0;28.0;1;52.0;2021-12-01;0.0;2000.0;22.8;0;120;AMO;598.84;2.260799265651129;0.0;100.0;28;SALARIE;638.4;0.9380325814536342;1;2918.4;2013-09-14;2013Q3
a065790;34.0;97.0;12.0;1;48.0;2021-12-01;0.0;1500.0;392.55;0;96;AMO;4245.46;2.314846623945318;0.0;85.0;12;SALARIE;4710.6;0.9012567401180316;1;38077.35;2014-12-08;2014Q4
a065791;39.0;120.0;22.0;1;55.0;2021-12-01;0.0;1600.0;62.51;0;120;AMO;1370.44;2.224275807083729;0.0;98.0;22;SALARIE;1375.22;0.9965241924928375;1;7501.2;2013-11-13;2013Q4
a065792;77.0;108.0;15.0;1;70.0;2021-12-01;0.0;1576.0;52.29;0;108;AMO;744.88;2.3750612633917;0.0;93.0;15;SALARIE;784.35;0.9496780773889207;1;5647.32;2014-04-12;2014Q2
a065793;71.0;85.0;13.0;1;70.0;2021-12-01;0.0;1509.0;168.54;0;107;AMO;1000.0;2.3824105905492;1545.63;72.0;13;SALARIE;2191.02;0.4564084307765333;1;14325.9;2016-01-02;2016Q1
a065794;64.0;92.0;2.0;1;54.0;2021-12-01;0.0;3150.0;253.92;0;92;AMO;2093.11;1.3228216203902923;0.0;90.0;2;SALARIE;507.84;1.0;1;23360.64;2014-07-11;2014Q3
a065795;59.0;120.0;26.0;1;54.0;2021-12-01;0.0;3757.0;460.55;0;120;AMO;10453.65;2.376852545528603;0.0;94.0;26;SALARIE;11974.300000000001;0.8730071903994386;1;55266.0;2014-03-13;2014Q1
a065796;74.0;96.0;11.0;1;70.0;2021-12-01;0.0;1929.0;266.8;0;96;AMO;2822.1;2.418868618768861;0.0;85.0;11;SALARIE;2934.8;0.9615987460815046;1;25612.800000000003;2014-12-08;2014Q4
a065797;52.0;97.0;4.0;1;54.0;2021-12-01;0.0;1551.0;229.38;0;96;AMO;853.32;2.377371178881214;0.0;93.0;4;SALARIE;917.52;0.9300287732147529;1;22249.86;2014-04-12;2014Q2
a065798;81.0;84.0;10.0;1;70.0;2021-12-01;0.0;2469.0;1506.37;0;91;AMO;13551.32;2.270851843163945;0.0;74.0;10;SALARIE;15063.699999999999;0.8996010276359726;1;126535.07999999999;2015-11-03;2015Q4
a065800;42.0;96.0;1.0;1;56.0;2021-12-01;0.0;1500.0;186.8;0;88;AMO;1724.47;2.3824105905492;0.79;95.0;1;SALARIE;186.8;1.0;1;17932.800000000003;2014-02-11;2014Q1
a065801;62.0;72.0;4.0;1;47.0;2021-12-01;0.0;3609.0;198.72;0;71;AMO;920.86;2.277426667505627;0.0;68.0;4;SALARIE;794.88;1.0;1;14307.84;2016-05-01;2016Q2
a065802;54.0;73.0;8.0;1;54.0;2021-12-01;0.0;1734.0;261.85;0;72;AMO;2057.37;2.2951844410040163;0.0;65.0;8;SALARIE;2094.8;0.9821319457704791;1;19115.050000000003;2016-07-30;2016Q3
a065803;56.0;73.0;6.0;1;56.0;2021-12-01;0.0;1300.0;223.31;0;72;AMO;1434.19;2.225094321403596;0.0;67.0;6;SALARIE;1339.8600000000001;1.0;1;16301.630000000001;2016-05-31;2016Q2
a065804;60.0;72.0;6.0;1;52.0;2021-12-01;0.0;1570.0;324.6;0;72;AMO;2240.53;2.255493705142747;0.0;66.0;6;SALARIE;1947.6000000000001;1.0;1;23371.2;2016-06-30;2016Q2
a065805;35.0;74.0;12.0;1;42.0;2021-12-01;0.0;2567.0;393.99;0;72;AMO;4657.69;2.0171957670251786;0.0;62.0;12;INDEPENDANT;4727.88;0.9851540225217221;1;29155.260000000002;2016-10-28;2016Q4
a065806;48.0;61.0;4.0;1;54.0;2021-12-01;0.0;1934.0;81.35;0;60;AMO;308.95;2.354913013052537;0.0;57.0;4;SALARIE;325.4;0.9494468346650277;1;4962.349999999999;2017-03-27;2017Q1
a065807;54.0;73.0;12.0;1;54.0;2021-12-01;0.0;1800.0;256.55;0;72;AMO;5757.24;2.035547178770476;0.0;61.0;12;SALARIE;3078.6000000000004;1.0;1;18728.15;2016-11-27;2016Q4
a065808;45.0;73.0;18.0;1;55.0;2021-12-01;0.0;2500.0;252.78;0;72;AMO;4441.19;2.035547178770476;0.0;55.0;18;SALARIE;4550.04;0.9760771333878383;1;18452.94;2017-05-26;2017Q2
a065809;39.0;61.0;2.0;1;81.0;2021-12-01;0.0;0.0;138.9;0;60;AMO;718.11;2.012417509907123;0.0;59.0;2;AUTRE;277.8;1.0;1;8472.9;2017-01-26;2017Q1
a065810;54.0;61.0;2.0;1;60.0;2021-12-01;0.0;1600.0;88.1;0;60;AMO;353.92;2.012150390203012;0.21;59.0;2;INACTIF;176.2;1.0;1;5374.099999999999;2017-01-26;2017Q1
a065811;35.0;73.0;17.0;1;45.0;2021-12-01;0.0;2106.0;326.82;0;72;AMO;5431.22;2.0356736335570615;0.0;56.0;17;SALARIE;5555.94;0.9775519534048245;1;23857.86;2017-04-26;2017Q2
a065812;52.0;73.0;18.0;2;90.0;2021-12-01;0.0;0.0;580.11;0;72;AMO;10198.51;2.035547178770476;0.0;55.0;18;AUTRE;10441.98;0.9766835408610245;1;42348.03;2017-05-26;2017Q2
a065813;70.0;61.0;5.0;1;70.0;2021-12-01;0.0;1104.0;116.56;0;60;AMO;170.0;2.165205576864108;358.23;56.0;5;SALARIE;582.8;0.2916952642415923;1;7110.16;2017-04-26;2017Q2
a065815;34.0;73.0;15.0;1;56.0;2021-12-01;0.0;865.0;179.16;0;72;AMO;2421.47;2.100972870773936;0.0;58.0;15;SALARIE;2687.4;0.9010456203021506;1;13078.68;2017-02-25;2017Q1
a065816;64.0;61.0;4.0;1;60.0;2021-12-01;0.0;1270.0;80.58;0;60;AMO;567.3;2.3419846138905642;0.0;57.0;4;INACTIF;322.32;1.0;1;4915.38;2017-03-27;2017Q1
a065817;47.0;73.0;16.0;1;60.0;2021-12-01;0.0;1799.0;309.65;0;72;AMO;4438.26;2.1637006235176;0.0;57.0;16;INACTIF;4954.4;0.8958218956886809;1;22604.449999999997;2017-03-27;2017Q1
a065818;70.0;73.0;15.0;1;70.0;2021-12-01;0.0;1517.0;113.15;0;72;AMO;1529.63;2.100972870773936;0.0;58.0;15;SALARIE;1697.25;0.9012402415672411;1;8259.95;2017-02-25;2017Q1
a065819;25.0;61.0;4.0;1;64.0;2021-12-01;0.0;1218.0;105.53;0;60;AMO;1308.39;2.1127836950902448;0.55;57.0;4;INACTIF;422.12;1.0;1;6437.33;2017-03-27;2017Q1
a065821;38.0;61.0;9.0;1;55.0;2021-12-01;0.0;2758.0;385.63;0;60;AMO;4560.59;2.210117132592179;0.0;52.0;9;SALARIE;3470.67;1.0;1;23523.43;2017-08-24;2017Q3
a065822;27.0;73.0;18.0;1;56.0;2021-12-01;0.0;1074.0;205.68;0;72;AMO;3713.48;2.1637006235176;0.0;55.0;18;SALARIE;3702.2400000000002;1.0;1;15014.640000000001;2017-05-26;2017Q2
a065823;62.0;73.0;2.0;1;21.0;2021-12-01;0.0;3000.0;22.01;0;54;AMO;5707.72;2.1637006235176;14.62;71.0;2;AUTRE;44.02;1.0;1;1606.73;2016-02-01;2016Q1
a065824;49.0;61.0;6.0;1;48.0;2021-12-01;0.0;3315.0;406.17;0;60;AMO;3416.21;2.1222138806243365;0.0;55.0;6;SALARIE;2437.02;1.0;1;24776.370000000003;2017-05-26;2017Q2
a065825;34.0;73.0;20.0;1;60.0;2021-12-01;0.0;1498.0;188.47;0;72;AMO;3785.38;2.2323935757449327;0.0;53.0;20;INACTIF;3769.4;1.0;1;13758.31;2017-07-25;2017Q3
a065826;65.0;74.0;20.0;1;70.0;2021-12-01;0.0;1281.0;275.63;0;72;AMO;4592.55;2.2323935757449327;0.0;54.0;20;SALARIE;5512.6;0.8331005333236585;1;20396.62;2017-06-25;2017Q2
a065827;44.0;61.0;10.0;1;48.0;2021-12-01;0.0;2000.0;175.92;0;60;AMO;1636.0;2.2176702871866256;0.0;51.0;10;SALARIE;1759.1999999999998;0.929968167348795;1;10731.119999999999;2017-09-23;2017Q3
a065828;74.0;73.0;19.0;1;70.0;2021-12-01;0.0;943.0;115.22;0;72;AMO;2222.32;2.1637006235176;0.0;54.0;19;SALARIE;2189.18;1.0;1;8411.06;2017-06-25;2017Q2
a065829;32.0;61.0;9.0;1;64.0;2021-12-01;0.0;2332.0;267.46;0;60;AMO;2113.5;2.064665847571668;0.0;52.0;9;INACTIF;2407.14;0.8780129115880256;1;16315.06;2017-08-24;2017Q3
a065830;25.0;73.0;6.0;1;87.0;2021-12-01;0.0;2000.0;209.29;0;55;AMO;1900.0;2.218418332603857;1031.19;67.0;6;INDEPENDANT;1255.74;1.0;1;15278.17;2016-05-31;2016Q2
a065831;48.0;62.0;9.0;1;54.0;2021-12-01;0.0;2622.0;290.24;0;60;AMO;2436.72;2.2024302866253147;0.0;53.0;9;SALARIE;2612.16;0.9328371922087467;1;17994.88;2017-07-25;2017Q3
a065832;50.0;61.0;9.0;1;46.0;2021-12-01;0.0;2691.0;269.8;0;60;AMO;2239.06;2.1503072711056124;0.0;52.0;9;SALARIE;2428.2000000000003;0.9221069104686598;1;16457.8;2017-08-24;2017Q3
a065833;79.0;73.0;20.0;1;70.0;2021-12-01;0.0;1255.0;239.18;0;72;AMO;4443.83;2.1893088049165996;0.0;53.0;20;SALARIE;4783.6;0.9289719040053516;1;17460.14;2017-07-25;2017Q3
a065834;26.0;73.0;3.0;1;53.0;2021-12-01;0.0;0.0;188.01;0;49;AMO;3920.26;2.1893088049165996;334.97;70.0;3;SALARIE;564.03;1.0;1;13724.73;2016-03-02;2016Q1
a065835;61.0;62.0;11.0;1;64.0;2021-12-01;0.0;2218.0;102.27;0;60;AMO;1045.46;2.1503072711056124;0.0;51.0;11;INACTIF;1124.97;0.9293225597127035;1;6340.74;2017-09-23;2017Q3
a065836;34.0;61.0;11.0;1;55.0;2021-12-01;0.0;1672.0;196.17;0;60;AMO;2005.77;2.1503072711056124;0.0;50.0;11;SALARIE;2157.87;0.9295138261341045;1;11966.369999999999;2017-10-23;2017Q4
a065837;57.0;61.0;11.0;1;32.0;2021-12-01;0.0;5561.0;283.2;0;60;AMO;3050.96;2.2024302866253147;0.0;50.0;11;SALARIE;3115.2;0.9793785310734464;1;17275.2;2017-10-23;2017Q4
a065838;29.0;73.0;25.0;1;64.0;2021-12-01;0.0;1207.0;349.91;0;72;AMO;8342.44;2.1806979135833386;0.0;48.0;25;INACTIF;8747.75;0.9536669429281815;1;25543.43;2017-12-22;2017Q4
a065839;61.0;60.0;10.0;1;70.0;2021-12-01;0.0;1777.0;281.8;0;59;AMO;2470.05;2.1148971034417237;0.0;50.0;10;SALARIE;2818.0;0.8765259048970901;1;16908.0;2017-10-23;2017Q4
a065840;51.0;73.0;24.0;1;46.0;2021-12-01;0.0;4211.0;360.18;0;72;AMO;7958.15;2.0864746944268986;0.0;49.0;24;SALARIE;8644.32;0.9206218649934292;1;26293.14;2017-11-22;2017Q4
a065841;33.0;73.0;12.0;1;53.0;2021-12-01;0.0;1374.0;258.65;0;60;AMO;2819.92;2.1766936096248664;0.0;61.0;12;SALARIE;3103.7999999999997;0.9085379212578131;1;18881.449999999997;2016-11-27;2016Q4
a065842;74.0;61.0;11.0;1;70.0;2021-12-01;0.0;1820.0;141.32;0;60;AMO;1425.16;2.1757781459455376;0.0;50.0;11;SALARIE;1554.52;0.9167846023209737;1;8620.52;2017-10-23;2017Q4
