ID;AGE_CLI;B_MAT;B_RESMAT;CLASSACT;CSP;DARRET;E_OFF;MREVTOT;MTECH;NBIMP;NB_ECH;produit;RA;Tx;EAD;AGE_PRET;HORIZON_RES;CSP_grp;CRD;ER_obs;FLAG_ER;Capital_initial;Date_origination;Cohorte
a023049;67.0;49.0;39.0;1;70.0;2019-11-01;0.0;2027.0;299.7;0;48;AMO;9914.94;1.9698218474999636;0.0;10.0;39;SALARIE;11688.3;0.8482790482790483;1;14685.3;2019-01-05;2019Q1
a023050;51.0;49.0;39.0;1;23.0;2019-11-01;0.0;6114.0;371.23;0;48;AMO;13324.84;1.9838723085068208;0.0;10.0;39;INDEPENDANT;14477.970000000001;0.9203527842646447;1;18190.27;2019-01-05;2019Q1
a023051;45.0;49.0;39.0;1;46.0;2019-11-01;0.0;3484.0;91.22;0;48;AMO;3612.64;2.1537908697244683;0.0;10.0;39;SALARIE;3557.58;1.0;1;4469.78;2019-01-05;2019Q1
a023052;67.0;125.0;116.0;1;70.0;2019-11-01;0.0;1858.0;108.69;0;120;AMO;9651.46;2.1542726126188385;0.0;9.0;116;SALARIE;12608.039999999999;0.7655004267118442;1;13586.25;2019-02-04;2019Q1
a023053;56.0;60.0;50.0;1;42.0;2019-11-01;0.0;2972.0;264.79;0;60;AMO;11393.38;2.1240753563403216;0.0;10.0;50;INDEPENDANT;13239.500000000002;0.8605596888100002;1;15887.400000000001;2019-01-05;2019Q1
a023054;37.0;84.0;74.0;1;60.0;2019-11-01;0.0;1882.0;86.73;0;84;AMO;5131.72;2.2593654994071057;0.0;10.0;74;INACTIF;6418.02;0.7995799327518456;1;7285.320000000001;2019-01-05;2019Q1
a023055;66.0;37.0;27.0;1;70.0;2019-11-01;0.0;1437.0;108.55;0;36;AMO;2454.69;2.572874444406147;0.0;10.0;27;SALARIE;2930.85;0.8375351860381801;1;4016.35;2019-01-05;2019Q1
a023056;68.0;49.0;39.0;1;70.0;2019-11-01;0.0;1846.0;202.84;0;48;AMO;6792.15;2.0722904553405024;0.0;10.0;39;SALARIE;7910.76;0.8585963927612517;1;9939.16;2019-01-05;2019Q1
a023057;32.0;37.0;28.0;1;43.0;2019-11-01;0.0;2600.0;154.6;0;36;AMO;4112.76;2.134880057816211;0.0;9.0;28;AUTRE;4328.8;0.9500924043614859;1;5720.2;2019-02-04;2019Q1
a023058;65.0;25.0;15.0;1;70.0;2019-11-01;0.0;3482.0;325.83;0;24;AMO;4592.65;2.0834253672477683;0.0;10.0;15;SALARIE;4887.45;0.9396822473887201;1;8145.75;2019-01-05;2019Q1
a023059;41.0;13.0;3.0;1;53.0;2019-11-01;0.0;3378.0;836.94;0;12;AMO;2509.1;1.401458283980006;0.0;10.0;3;SALARIE;2510.82;0.9993149648322062;1;10880.220000000001;2019-01-05;2019Q1
a023060;48.0;41.0;31.0;1;48.0;2019-11-01;0.0;2546.0;197.75;0;40;AMO;5720.51;2.189220031842025;0.0;10.0;31;SALARIE;6130.25;0.9331609640716121;1;8107.75;2019-01-05;2019Q1
a023061;68.0;150.0;141.0;1;70.0;2019-11-01;0.0;2168.0;96.42;0;144;AMO;9072.5;2.256483688132031;0.0;9.0;141;SALARIE;13595.22;0.6673301351504426;1;14463.0;2019-02-04;2019Q1
a023062;39.0;37.0;27.0;1;46.0;2019-11-01;0.0;5038.0;95.53;0;36;AMO;2000.0;2.134880057816211;2203.46;10.0;27;SALARIE;2579.31;0.775401173181975;1;3534.61;2019-01-05;2019Q1
a023063;33.0;49.0;40.0;1;46.0;2019-11-01;0.0;5937.0;121.56;0;48;AMO;4277.06;2.20586354270022;0.0;9.0;40;SALARIE;4862.4;0.8796191181309643;1;5956.4400000000005;2019-02-04;2019Q1
a023064;56.0;46.0;37.0;1;52.0;2019-11-01;0.0;1500.0;102.54;0;46;AMO;3179.96;2.4766707603535107;0.0;9.0;37;SALARIE;3793.98;0.8381593998914069;1;4716.84;2019-02-04;2019Q1
a023065;57.0;49.0;39.0;1;60.0;2019-11-01;0.0;2473.0;287.46;0;48;AMO;10808.17;1.9698218474999636;0.0;10.0;39;INACTIF;11210.939999999999;0.9640734853634041;1;14085.539999999999;2019-01-05;2019Q1
a023066;30.0;60.0;1.0;1;60.0;2019-11-01;0.0;3066.0;66.7;0;10;AMO;2619.35;2.3824105905492;0.2;59.0;1;INACTIF;66.7;1.0;1;4002.0;2014-12-27;2014Q4
a023067;33.0;126.0;117.0;1;56.0;2019-11-01;0.0;1307.0;161.0;0;120;AMO;1000.0;2.1811507306002036;13534.16;9.0;117;SALARIE;18837.0;0.053087009608748736;1;20286.0;2019-02-04;2019Q1
a023068;65.0;61.0;52.0;1;70.0;2019-11-01;0.0;1378.0;255.25;0;60;AMO;9920.0;2.1300207330549314;0.0;9.0;52;SALARIE;13273.0;0.7473819031115799;1;15570.25;2019-02-04;2019Q1
a023069;68.0;60.0;51.0;1;70.0;2019-11-01;0.0;3208.0;98.44;0;60;AMO;3925.31;2.20586354270022;0.0;9.0;51;SALARIE;5020.44;0.7818657328839704;1;5906.4;2019-02-04;2019Q1
a023070;28.0;13.0;3.0;1;54.0;2019-11-01;0.0;2334.0;103.98;0;12;AMO;304.6;2.1767849802055457;0.0;10.0;3;SALARIE;311.94;0.9764698339424249;1;1351.74;2019-01-05;2019Q1
a023071;60.0;61.0;52.0;1;60.0;2019-11-01;0.0;3926.0;355.37;0;60;AMO;14592.47;2.1240753563403216;0.0;9.0;52;INACTIF;18479.24;0.7896682980468893;1;21677.57;2019-02-04;2019Q1
a023072;69.0;72.0;1.0;1;70.0;2019-11-01;0.0;1786.0;245.52;0;10;AMO;14535.77;2.255798466274281;0.48;71.0;1;SALARIE;245.52;1.0;1;17677.440000000002;2014-01-01;2014Q1
a023073;57.0;13.0;4.0;1;52.0;2019-11-01;0.0;1760.0;225.47;0;12;AMO;2000.0;1.401458283980006;675.21;9.0;4;SALARIE;901.88;1.0;1;2931.11;2019-02-04;2019Q1
a023074;57.0;156.0;150.0;1;56.0;2019-11-01;0.0;1279.0;37.15;0;156;AMO;3451.17;2.3254909050882318;0.0;6.0;150;SALARIE;5572.5;0.6193216689098251;1;5795.4;2019-05-05;2019Q2
a023075;80.0;25.0;17.0;1;70.0;2019-11-01;0.0;1458.0;305.11;0;24;AMO;5276.88;2.255798466274281;0.0;8.0;17;SALARIE;5186.87;1.0;1;7627.75;2019-03-06;2019Q1
a023076;69.0;24.0;20.0;1;70.0;2019-11-01;0.0;1283.0;171.29;0;24;AMO;3755.0;1.956669555329463;0.0;4.0;20;SALARIE;3425.7999999999997;1.0;1;4110.96;2019-07-04;2019Q3
a023077;40.0;73.0;64.0;1;52.0;2019-11-01;0.0;2167.0;279.6;0;72;AMO;14648.0;2.2330364525637174;0.0;9.0;64;SALARIE;17894.4;0.8185801144492131;1;20410.800000000003;2019-02-04;2019Q1
a023078;60.0;149.0;143.0;1;70.0;2019-11-01;0.0;1412.0;66.63;0;144;AMO;6044.33;2.3263339127045577;0.0;6.0;143;SALARIE;9528.09;0.6343695326135668;1;9927.869999999999;2019-05-05;2019Q2
a023079;25.0;25.0;1.0;1;52.0;2019-11-01;0.0;1780.0;56.59;0;9;AMO;950.0;2.4581811677567225;0.36;24.0;1;SALARIE;56.59;1.0;1;1414.75;2017-11-11;2017Q4
a023080;72.0;41.0;1.0;1;70.0;2019-11-01;0.0;1704.0;71.71;0;5;AMO;2417.32;2.3272399028359154;68.73;40.0;1;SALARIE;71.71;1.0;1;2940.1099999999997;2016-07-19;2016Q3
a023081;53.0;49.0;40.0;1;52.0;2019-11-01;0.0;2067.0;186.71;0;48;AMO;6764.79;2.0120168961140585;0.0;9.0;40;SALARIE;7468.400000000001;0.9057883884098333;1;9148.79;2019-02-04;2019Q1
a023082;71.0;61.0;52.0;1;70.0;2019-11-01;0.0;1660.0;87.58;0;60;AMO;3550.27;2.20586354270022;0.0;9.0;52;SALARIE;4554.16;0.7795663744795966;1;5342.38;2019-02-04;2019Q1
a023083;32.0;48.0;41.0;1;52.0;2019-11-01;0.0;2328.0;159.95;0;48;AMO;6329.0;2.162946366655249;0.0;7.0;41;SALARIE;6557.95;0.9650881754206726;1;7677.599999999999;2019-04-05;2019Q2
a023084;51.0;61.0;53.0;1;64.0;2019-11-01;0.0;1900.0;196.77;0;60;AMO;9014.34;2.1300207330549314;0.0;8.0;53;INACTIF;10428.810000000001;0.8643689932024842;1;12002.970000000001;2019-03-06;2019Q1
a023085;38.0;61.0;52.0;1;46.0;2019-11-01;0.0;3086.0;233.83;0;60;AMO;10687.0;2.1036854835941927;0.0;9.0;52;SALARIE;12159.16;0.8789258468512627;1;14263.630000000001;2019-02-04;2019Q1
a023086;38.0;18.0;10.0;1;21.0;2019-11-01;0.0;1457.0;39.0;0;18;AMO;374.24;2.1767849802055457;0.0;8.0;10;AUTRE;390.0;0.9595897435897436;1;702.0;2019-03-06;2019Q1
a023087;52.0;137.0;131.0;1;10.0;2019-11-01;0.0;3777.0;78.91;0;132;AMO;2000.0;2.25656001514832;6781.43;6.0;131;AUTRE;10337.21;0.1934758024650752;1;10810.67;2019-05-05;2019Q2
a023088;63.0;61.0;1.0;1;70.0;2019-11-01;0.0;793.0;191.43;0;9;AMO;8854.42;2.1300207330549314;0.28;60.0;1;SALARIE;191.43;1.0;1;11677.23;2014-11-27;2014Q4
a023090;65.0;20.0;13.0;1;70.0;2019-11-01;0.0;1800.0;104.0;0;17;AMO;400.0;2.1767849802055457;1200.0;7.0;13;SALARIE;1352.0;0.2958579881656805;1;2080.0;2019-04-05;2019Q2
a023091;71.0;54.0;46.0;1;70.0;2019-11-01;0.0;1388.0;38.6;2;48;AMO;47.43;2.449389708810748;1444.61;8.0;46;SALARIE;1775.6000000000001;0.026712097319216036;1;2084.4;2019-03-06;2019Q1
a023092;59.0;61.0;53.0;1;52.0;2019-11-01;0.0;1983.0;83.58;0;60;AMO;3606.98;2.20586354270022;0.0;8.0;53;SALARIE;4429.74;0.8142644940786593;1;5098.38;2019-03-06;2019Q1
a023093;70.0;125.0;118.0;1;70.0;2019-11-01;0.0;1348.0;214.13;0;120;AMO;18673.89;2.198361236904503;0.0;7.0;118;SALARIE;25267.34;0.7390524685226066;1;26766.25;2019-04-05;2019Q2
a023094;27.0;24.0;1.0;1;52.0;2019-11-01;0.0;1657.0;47.17;0;9;AMO;799.17;2.4581811677567225;0.29;23.0;1;SALARIE;47.17;1.0;1;1132.08;2017-12-11;2017Q4
a023096;71.0;36.0;28.0;1;70.0;2019-11-01;0.0;3085.0;428.88;0;36;AMO;12285.76;1.7750808580065962;0.0;8.0;28;SALARIE;12008.64;1.0;1;15439.68;2019-03-06;2019Q1
a023097;50.0;12.0;4.0;1;56.0;2019-11-01;0.0;2400.0;336.74;0;12;AMO;1341.74;1.7750808580065962;0.0;8.0;4;SALARIE;1346.96;0.9961246065213518;1;4040.88;2019-03-06;2019Q1
a023098;62.0;24.0;16.0;1;43.0;2019-11-01;0.0;2576.0;140.57;0;24;AMO;1500.0;1.727114907785918;1842.84;8.0;16;AUTRE;2249.12;0.6669275094259088;1;3373.68;2019-03-06;2019Q1
a023099;43.0;49.0;41.0;1;48.0;2019-11-01;0.0;2802.0;233.2;0;48;AMO;9053.0;2.0120168961140585;0.0;8.0;41;SALARIE;9561.199999999999;0.9468476760239302;1;11426.8;2019-03-06;2019Q1
a023100;74.0;48.0;1.0;1;70.0;2019-11-01;0.0;3100.0;301.39;0;9;AMO;12775.4;1.9698218474999636;0.49;47.0;1;SALARIE;301.39;1.0;1;14466.72;2015-12-22;2015Q4
a023101;66.0;48.0;40.0;1;70.0;2019-11-01;0.0;2431.0;265.35;0;48;AMO;10121.71;1.9698218474999636;0.0;8.0;40;SALARIE;10614.0;0.9536188053514225;1;12736.800000000001;2019-03-06;2019Q1
a023102;69.0;77.0;69.0;1;70.0;2019-11-01;0.0;1027.0;222.81;0;72;AMO;12691.15;2.2566360386121342;0.0;8.0;69;SALARIE;15373.89;0.8255002474975429;1;17156.37;2019-03-06;2019Q1
a023103;73.0;48.0;1.0;1;70.0;2019-11-01;0.0;2467.0;275.47;0;9;AMO;10156.06;1.9698218474999636;0.3;47.0;1;SALARIE;275.47;1.0;1;13222.560000000001;2015-12-22;2015Q4
a023104;63.0;125.0;43.0;1;70.0;2019-11-01;0.0;1650.0;198.02;0;46;AMO;10000.0;2.1811507306002036;6897.36;82.0;43;SALARIE;8514.86;1.0;1;24752.5;2013-02-05;2013Q1
a023105;69.0;120.0;113.0;1;70.0;2019-11-01;0.0;1539.0;78.88;0;120;AMO;6345.88;2.255798466274281;0.0;7.0;113;SALARIE;8913.439999999999;0.7119451076127736;1;9465.599999999999;2019-04-05;2019Q2
a023106;39.0;161.0;3.0;1;60.0;2019-11-01;0.0;1804.0;232.0;0;5;AMO;25000.0;2.0837652646061153;390.41;158.0;3;INACTIF;696.0;1.0;1;37352.0;2006-11-09;2006Q4
a023107;76.0;60.0;28.0;1;70.0;2019-11-01;0.0;2657.0;444.25;0;36;AMO;9990.0;2.1240753563403216;11155.29;32.0;28;SALARIE;12439.0;0.8031192218023957;1;26655.0;2017-03-16;2017Q1
a023108;37.0;149.0;2.0;1;60.0;2019-11-01;0.0;1814.0;207.22;0;3;AMO;33700.58;2.1811507306002036;255.78;147.0;2;INACTIF;414.44;1.0;1;30875.78;2007-10-05;2007Q4
a023109;46.0;60.0;2.0;1;21.0;2019-11-01;0.0;2500.0;231.74;0;9;AMO;10670.77;2.059786933505226;142.6;58.0;2;AUTRE;463.48;1.0;1;13904.400000000001;2015-01-26;2015Q1
a023110;46.0;149.0;141.0;1;87.0;2019-11-01;0.0;1498.0;208.66;0;144;AMO;20691.52;2.1811507306002036;0.0;8.0;141;INDEPENDANT;29421.06;0.7032894124141006;1;31090.34;2019-03-06;2019Q1
a023111;55.0;49.0;2.0;1;36.0;2019-11-01;0.0;9000.0;26.47;0;9;AMO;1800.91;2.162946366655249;5.76;47.0;2;SALARIE;52.94;1.0;1;1297.03;2015-12-22;2015Q4
a023112;41.0;61.0;53.0;1;36.0;2019-11-01;0.0;7000.0;196.12;0;60;AMO;9290.0;2.1300207330549314;0.0;8.0;53;SALARIE;10394.36;0.8937539203952912;1;11963.32;2019-03-06;2019Q1
a023113;70.0;65.0;57.0;1;70.0;2019-11-01;0.0;1000.0;40.3;0;60;AMO;1910.0;2.3267871440206394;0.0;8.0;57;SALARIE;2297.1;0.8314831744373341;1;2619.5;2019-03-06;2019Q1
a023114;28.0;12.0;4.0;1;48.0;2019-11-01;0.0;1907.0;104.61;0;12;AMO;418.4;2.1767849802055457;0.0;8.0;4;SALARIE;418.44;0.9999044068444699;1;1255.32;2019-03-06;2019Q1
a023115;55.0;48.0;1.0;1;52.0;2019-11-01;0.0;2000.0;6.78;0;9;AMO;1140.0;2.4766707603535107;0.01;47.0;1;SALARIE;6.78;1.0;1;325.44;2015-12-22;2015Q4
a023116;58.0;12.0;4.0;1;46.0;2019-11-01;0.0;0.0;336.38;0;12;AMO;2000.0;1.401458283980006;1343.28;8.0;4;SALARIE;1345.52;1.0;1;4036.56;2019-03-06;2019Q1
a023117;58.0;61.0;1.0;1;45.0;2019-11-01;0.0;4878.0;338.02;0;8;AMO;13971.3;2.059786933505226;0.78;60.0;1;SALARIE;338.02;1.0;1;20619.219999999998;2014-11-27;2014Q4
a023118;68.0;10.0;4.0;1;70.0;2019-11-01;0.0;1787.0;300.0;0;10;AMO;1800.0;2.1767849802055457;0.0;6.0;4;SALARIE;1200.0;1.0;1;3000.0;2019-05-05;2019Q2
a023119;71.0;18.0;11.0;1;70.0;2019-11-01;0.0;1000.0;39.0;0;18;AMO;411.48;2.1767849802055457;0.0;7.0;11;SALARIE;429.0;0.9591608391608392;1;702.0;2019-04-05;2019Q2
a023120;48.0;48.0;1.0;1;23.0;2019-11-01;0.0;6659.0;210.38;0;8;AMO;8655.43;2.0120168961140585;0.36;47.0;1;INDEPENDANT;210.38;1.0;1;10098.24;2015-12-22;2015Q4
a023121;60.0;61.0;53.0;1;54.0;2019-11-01;0.0;3181.0;163.44;0;60;AMO;7192.63;2.1300207330549314;0.0;8.0;53;SALARIE;8662.32;0.830335291238375;1;9969.84;2019-03-06;2019Q1
a023122;54.0;49.0;41.0;1;70.0;2019-11-01;0.0;2081.0;331.68;0;48;AMO;13079.05;1.9698218474999636;0.0;8.0;41;SALARIE;13598.880000000001;0.9617740578635886;1;16252.32;2019-03-06;2019Q1
a023123;26.0;61.0;54.0;1;54.0;2019-11-01;0.0;2998.0;196.12;0;60;AMO;9136.0;2.1300207330549314;0.0;7.0;54;SALARIE;10590.48;0.8626615601936835;1;11963.32;2019-04-05;2019Q2
a023124;42.0;61.0;53.0;1;56.0;2019-11-01;0.0;1440.0;121.51;0;60;AMO;5771.0;2.2447622179818976;0.0;8.0;53;SALARIE;6440.030000000001;0.8961138379790156;1;7412.110000000001;2019-03-06;2019Q1
a023125;66.0;84.0;1.0;1;70.0;2019-11-01;0.0;2079.0;225.52;0;6;AMO;18177.43;2.255798466274281;0.15;83.0;1;SALARIE;225.52;1.0;1;18943.68;2013-01-06;2013Q1
a023126;33.0;61.0;53.0;1;47.0;2019-11-01;0.0;1858.0;113.39;0;60;AMO;4976.14;2.300304520880929;0.0;8.0;53;SALARIE;6009.67;0.8280221709345106;1;6916.79;2019-03-06;2019Q1
a023127;30.0;73.0;66.0;1;54.0;2019-11-01;0.0;1083.0;94.78;0;72;AMO;10000.0;2.255798466274281;3562.17;7.0;66;SALARIE;6255.4800000000005;1.0;1;6918.9400000000005;2019-04-05;2019Q2
a023128;72.0;12.0;5.0;1;70.0;2019-11-01;0.0;2308.0;505.38;0;12;AMO;501.23;1.797103518081168;0.0;7.0;5;SALARIE;2526.9;0.19835767145514266;1;6064.5599999999995;2019-04-05;2019Q2
a023129;69.0;18.0;11.0;1;70.0;2019-11-01;0.0;3200.0;166.0;0;18;AMO;2115.31;2.1767849802055457;0.0;7.0;11;SALARIE;1826.0;1.0;1;2988.0;2019-04-05;2019Q2
a023130;48.0;10.0;4.0;1;46.0;2019-11-01;0.0;2900.0;150.0;0;10;AMO;600.0;2.1767849802055457;0.0;6.0;4;SALARIE;600.0;1.0;1;1500.0;2019-05-05;2019Q2
a023131;66.0;125.0;118.0;1;70.0;2019-11-01;0.0;2478.0;104.5;0;120;AMO;8543.56;2.2601205365865074;0.0;7.0;118;SALARIE;12331.0;0.6928521612196902;1;13062.5;2019-04-05;2019Q2
a023132;67.0;48.0;41.0;1;70.0;2019-11-01;0.0;1539.0;188.94;0;48;AMO;6369.0;2.189220031842025;0.0;7.0;41;SALARIE;7746.54;0.8221735123035575;1;9069.119999999999;2019-04-05;2019Q2
a023133;69.0;25.0;18.0;1;70.0;2019-11-01;0.0;2170.0;337.54;0;24;AMO;6003.82;1.727114907785918;0.0;7.0;18;SALARIE;6075.72;0.9881660116002712;1;8438.5;2019-04-05;2019Q2
a023134;25.0;12.0;5.0;1;60.0;2019-11-01;0.0;2960.0;101.07;0;12;AMO;1036.14;2.4581811677567225;0.0;7.0;5;INACTIF;505.34999999999997;1.0;1;1212.84;2019-04-05;2019Q2
a023135;64.0;61.0;55.0;1;43.0;2019-11-01;0.0;3722.0;203.87;0;60;AMO;9323.62;2.109914201828788;0.0;6.0;55;AUTRE;11212.85;0.8315120598242196;1;12436.07;2019-05-05;2019Q2
a023136;58.0;125.0;118.0;1;70.0;2019-11-01;0.0;1892.0;188.27;0;120;AMO;17070.61;2.083878432655644;0.0;7.0;118;SALARIE;22215.86;0.7683974421876983;1;23533.75;2019-04-05;2019Q2
a023137;71.0;42.0;35.0;1;70.0;2019-11-01;0.0;1978.0;143.87;0;42;AMO;4252.42;2.162946366655249;0.0;7.0;35;SALARIE;5035.45;0.8444965196755008;1;6042.54;2019-04-05;2019Q2
a023138;36.0;73.0;66.0;1;31.0;2019-11-01;0.0;4692.0;640.39;0;72;AMO;35793.1;2.1363874419184823;0.0;7.0;66;SALARIE;42265.74;0.846858472133695;1;46748.47;2019-04-05;2019Q2
a023139;45.0;49.0;42.0;1;45.0;2019-11-01;0.0;3000.0;394.82;0;48;AMO;15533.26;1.992061540485465;0.0;7.0;42;SALARIE;16582.44;0.9367294559787342;1;19346.18;2019-04-05;2019Q2
a023140;33.0;49.0;42.0;1;47.0;2019-11-01;0.0;2642.0;147.67;0;48;AMO;7500.0;1.9698218474999636;5747.34;7.0;42;SALARIE;6202.139999999999;1.0;1;7235.829999999999;2019-04-05;2019Q2
a023142;34.0;12.0;2.0;1;56.0;2019-11-01;0.0;3300.0;68.25;0;9;AMO;272.95;2.1767849802055457;68.25;10.0;2;SALARIE;136.5;1.0;1;819.0;2019-01-05;2019Q1
a023143;73.0;29.0;22.0;1;70.0;2019-11-01;0.0;1527.0;143.67;0;24;AMO;2985.73;2.3274982695604223;0.0;7.0;22;SALARIE;3160.74;0.9446300549871234;1;4166.429999999999;2019-04-05;2019Q2
a023144;44.0;73.0;66.0;1;60.0;2019-11-01;0.0;1509.0;344.92;0;72;AMO;18846.42;2.217919990311313;0.0;7.0;66;INACTIF;22764.72;0.82787840131572;1;25179.16;2019-04-05;2019Q2
a023145;32.0;61.0;54.0;1;47.0;2019-11-01;0.0;2753.0;99.2;0;60;AMO;4649.26;2.162946366655249;0.0;7.0;54;SALARIE;5356.8;0.867917413381123;1;6051.2;2019-04-05;2019Q2
a023146;77.0;37.0;30.0;1;70.0;2019-11-01;0.0;3531.0;264.0;0;36;AMO;6992.05;2.0722904553405024;0.0;7.0;30;SALARIE;7920.0;0.882834595959596;1;9768.0;2019-04-05;2019Q2
a023147;71.0;113.0;107.0;1;70.0;2019-11-01;0.0;1904.0;42.78;0;108;AMO;3272.35;2.2602716168083514;0.0;6.0;107;SALARIE;4577.46;0.7148833632625954;1;4834.14;2019-05-05;2019Q2
a023148;77.0;47.0;41.0;1;70.0;2019-11-01;0.0;5295.0;536.78;0;46;AMO;19502.0;2.0550942362989058;0.0;6.0;41;SALARIE;22007.98;0.8861331208043628;1;25228.66;2019-05-05;2019Q2
a023149;47.0;60.0;55.0;1;82.0;2019-11-01;0.0;1475.0;101.83;0;60;AMO;4682.85;2.2447622179818976;0.0;5.0;55;INDEPENDANT;5600.65;0.8361261639274014;1;6109.8;2019-06-04;2019Q2
a023150;38.0;67.0;61.0;1;55.0;2019-11-01;0.0;2619.0;82.75;0;66;AMO;3798.73;2.4766707603535107;0.0;6.0;61;SALARIE;5047.75;0.7525590609677579;1;5544.25;2019-05-05;2019Q2
a023151;35.0;72.0;67.0;1;54.0;2019-11-01;0.0;1709.0;553.69;0;72;AMO;28704.49;2.255798466274281;0.0;5.0;67;SALARIE;37097.23;0.7737637014946938;1;39865.68000000001;2019-06-04;2019Q2
a023152;33.0;37.0;30.0;1;56.0;2019-11-01;0.0;2085.0;213.3;0;36;AMO;6098.96;2.060982048302028;0.0;7.0;30;SALARIE;6399.0;0.9531114236599468;1;7892.1;2019-04-05;2019Q2
a023154;45.0;84.0;78.0;1;60.0;2019-11-01;0.0;2300.0;38.85;0;84;AMO;2465.5;2.3254909050882318;0.0;6.0;78;INACTIF;3030.3;0.8136158136158136;1;3263.4;2019-05-05;2019Q2
a023155;43.0;73.0;66.0;1;55.0;2019-11-01;0.0;4411.0;259.34;0;72;AMO;15060.53;2.217919990311313;0.0;7.0;66;SALARIE;17116.44;0.8798868222597691;1;18931.82;2019-04-05;2019Q2
a023156;71.0;12.0;9.0;1;70.0;2019-11-01;0.0;1949.0;522.47;0;12;AMO;5134.97;2.1767849802055457;0.0;3.0;9;SALARIE;4702.2300000000005;1.0;1;6269.64;2019-08-03;2019Q3
a023157;37.0;12.0;6.0;1;47.0;2019-11-01;0.0;1700.0;104.17;0;12;AMO;729.15;2.1767849802055457;0.0;6.0;6;SALARIE;625.02;1.0;1;1250.04;2019-05-05;2019Q2
a023158;49.0;83.0;77.0;1;52.0;2019-11-01;0.0;1590.0;125.41;0;84;AMO;7642.63;2.235279209124713;0.0;6.0;77;SALARIE;9656.57;0.7914435456896186;1;10409.029999999999;2019-05-05;2019Q2
a023159;72.0;18.0;12.0;1;70.0;2019-11-01;0.0;1850.0;89.0;0;18;AMO;1034.19;2.1767849802055457;0.0;6.0;12;SALARIE;1068.0;0.9683426966292136;1;1602.0;2019-05-05;2019Q2
a023160;57.0;120.0;115.0;1;52.0;2019-11-01;0.0;2987.0;38.36;0;120;AMO;3268.62;2.3254909050882318;0.0;5.0;115;SALARIE;4411.4;0.7409484517386771;1;4603.2;2019-06-04;2019Q2
a023161;47.0;49.0;42.0;1;47.0;2019-11-01;0.0;4130.0;347.43;0;48;AMO;13397.72;1.9698218474999636;0.0;7.0;42;SALARIE;14592.06;0.9181513782152759;1;17024.07;2019-04-05;2019Q2
a023162;71.0;48.0;42.0;1;70.0;2019-11-01;0.0;3757.0;137.09;0;48;AMO;4633.42;2.134880057816211;0.0;6.0;42;SALARIE;5757.78;0.80472334823491;1;6580.32;2019-05-05;2019Q2
a023163;29.0;13.0;6.0;1;56.0;2019-11-01;0.0;1404.0;87.33;0;12;AMO;503.2;2.1767849802055457;0.0;7.0;6;SALARIE;523.98;0.960341997786175;1;1135.29;2019-04-05;2019Q2
a023164;64.0;48.0;42.0;1;70.0;2019-11-01;0.0;6943.0;331.68;0;48;AMO;13381.97;1.9698218474999636;0.0;6.0;42;SALARIE;13930.56;0.9606196735809616;1;15920.64;2019-05-05;2019Q2
a023165;72.0;49.0;43.0;1;70.0;2019-11-01;0.0;3175.0;204.54;0;48;AMO;1000.0;1.9698218474999636;8141.18;6.0;43;SALARIE;8795.22;0.11369812238920687;1;10022.46;2019-05-05;2019Q2
a023166;33.0;61.0;54.0;1;36.0;2019-11-01;0.0;22950.0;729.98;0;60;AMO;36784.99;2.059786933505226;0.0;7.0;54;SALARIE;39418.92;0.933181071424585;1;44528.78;2019-04-05;2019Q2
a023167;32.0;37.0;31.0;1;47.0;2019-11-01;0.0;4000.0;122.55;0;36;AMO;3594.05;2.0834253672477683;0.0;6.0;31;SALARIE;3799.0499999999997;0.9460391413642886;1;4534.349999999999;2019-05-05;2019Q2
a023168;54.0;72.0;66.0;1;42.0;2019-11-01;0.0;2843.0;373.37;0;72;AMO;19622.73;2.255798466274281;0.0;6.0;66;INDEPENDANT;24642.420000000002;0.79629882130083;1;26882.64;2019-05-05;2019Q2
a023169;42.0;49.0;2.0;1;56.0;2019-11-01;0.0;2800.0;208.53;0;7;AMO;8885.0;2.134880057816211;178.91999999999996;47.0;2;SALARIE;417.06;1.0;1;10217.97;2015-12-22;2015Q4
a023170;64.0;25.0;19.0;1;70.0;2019-11-01;0.0;2449.0;354.61;0;24;AMO;6714.52;1.727114907785918;0.0;6.0;19;SALARIE;6737.59;0.9965759270006042;1;8865.25;2019-05-05;2019Q2
a023171;66.0;121.0;115.0;1;70.0;2019-11-01;0.0;4586.0;47.19;0;120;AMO;4550.46;2.2593654994071057;0.0;6.0;115;SALARIE;5426.849999999999;0.8385085270460766;1;5709.99;2019-05-05;2019Q2
a023172;65.0;24.0;18.0;1;70.0;2019-11-01;0.0;1812.0;243.36;0;24;AMO;4026.3;2.049248534402984;0.0;6.0;18;SALARIE;4380.4800000000005;0.9191458470304623;1;5840.64;2019-05-05;2019Q2
a023173;71.0;25.0;19.0;1;70.0;2019-11-01;0.0;1911.0;339.22;0;24;AMO;6695.0;1.727114907785918;0.0;6.0;19;SALARIE;6445.18;1.0;1;8480.5;2019-05-05;2019Q2
a023174;62.0;49.0;43.0;1;70.0;2019-11-01;0.0;1086.0;359.43;0;48;AMO;13887.5;1.9698218474999636;0.0;6.0;43;SALARIE;15455.49;0.8985480240354722;1;17612.07;2019-05-05;2019Q2
