ID,AGE_CLI,B_MAT,B_RESMAT,CLASSACT,CSP,DARRET,E_OFF,MREVTOT,MTECH,NBIMP,NB_ECH,produit,RA,Tx,EAD,AGE_PRET,HORIZON_RES,CF_CAP_OBS,ER_obs,FLAG_ER,EAD_POST,Tx_bin,B_RESMAT_bin,AGE_PRET_BIN
a005068,48.0,60.0,21.0,1,81.0,2019-03-01,0.0,1041.0,53.47,0,60,AMO,122.92,2.270851843163945,955.43,39.0,21,122.92,0.12865411385449485,1,832.51,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a005116,29.0,62.0,11.0,1,52.0,2019-03-01,0.0,2300.0,141.5,0,56,AMO,900.0,2.167452739121905,1301.41,51.0,11,900.0,0.6915576182755626,1,401.4100000000001,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a005121,33.0,73.0,28.0,1,56.0,2019-03-01,0.0,1200.0,287.26,0,72,AMO,935.31,2.1774243847759185,6745.43,45.0,28,935.31,0.13865832126343317,1,5810.120000000001,"(2.094, 2.181]","(27.6, 55.2]",36-60
a005149,52.0,60.0,22.0,1,22.0,2019-03-01,0.0,1865.0,196.04,0,59,AMO,212.52,2.1843066131706395,4124.85,38.0,22,212.52,0.05152187352267355,1,3912.3300000000004,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a005161,50.0,61.0,24.0,2,Inconnu,2019-03-01,0.0,0.0,459.37,0,60,AMO,0.0,2.153212513775344,0.0,37.0,24,0.0,,0,0.0,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a005187,40.0,73.0,40.0,1,54.0,2019-03-01,0.0,1403.0,205.47,0,72,AMO,2500.0,2.1774243847759185,6680.9,33.0,40,2500.0,0.37420108069272107,1,4180.9,"(2.094, 2.181]","(27.6, 55.2]",12-36
a005191,30.0,61.0,30.0,1,56.0,2019-03-01,0.0,1212.0,255.71,0,60,AMO,554.77,2.210117132592179,7193.02,31.0,30,554.77,0.07712615841468534,1,6638.25,"(2.181, 2.256]","(27.6, 55.2]",12-36
a005197,72.0,61.0,29.0,1,70.0,2019-03-01,0.0,1637.0,116.57,0,60,AMO,2351.14,2.210117132592179,2977.22,32.0,29,2351.14,0.789709863563996,1,626.0799999999999,"(2.181, 2.256]","(27.6, 55.2]",12-36
a005200,65.0,38.0,6.0,1,70.0,2019-03-01,0.0,803.0,85.33,0,36,AMO,0.0,2.095385889961804,0.0,32.0,6,0.0,,0,0.0,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a005208,49.0,61.0,31.0,1,60.0,2019-03-01,0.0,1900.0,71.07,0,60,AMO,93.52,2.269377123214625,2039.3,30.0,31,93.52,0.04585887314274506,1,1945.78,"(2.256, 2.786]","(27.6, 55.2]",12-36
a005224,28.0,61.0,34.0,1,45.0,2019-03-01,0.0,3592.0,597.97,0,60,AMO,1500.0,2.210117132592179,18354.68,27.0,34,1500.0,0.08172302649787411,1,16854.68,"(2.181, 2.256]","(27.6, 55.2]",12-36
a005275,30.0,37.0,14.0,1,55.0,2019-03-01,0.0,949.0,80.06,0,36,AMO,174.43,2.1220066445248214,1040.76,23.0,14,174.43,0.1675986778892348,1,866.3299999999999,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a005295,52.0,73.0,53.0,1,56.0,2019-03-01,0.0,1843.0,122.46,0,72,AMO,2500.0,2.149334769562251,4600.33,20.0,53,2500.0,0.543439275008532,1,2100.33,"(2.094, 2.181]","(27.6, 55.2]",12-36
a005308,54.0,60.0,42.0,1,21.0,2019-03-01,0.0,1687.0,682.11,0,59,AMO,-25820.65,2.0670262045295695,38.27,18.0,42,-25820.65,0.0,0,25858.920000000002,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a005325,72.0,61.0,46.0,1,70.0,2019-03-01,0.0,2370.0,197.94,0,60,AMO,5000.0,2.1503072711056124,7226.31,15.0,46,5000.0,0.6919160678133099,1,2226.3100000000004,"(2.094, 2.181]","(27.6, 55.2]",12-36
a005327,48.0,61.0,45.0,1,69.0,2019-03-01,0.0,4129.0,281.08,0,60,AMO,-2801.38,2.1757781459455376,11575.01,16.0,45,-2801.38,0.0,0,14376.39,"(2.094, 2.181]","(27.6, 55.2]",12-36
a005354,30.0,61.0,51.0,1,60.0,2019-03-01,0.0,1272.0,273.71,0,60,AMO,592.96,2.1127836950902448,10960.33,10.0,51,592.96,0.054100560840777606,1,10367.369999999999,"(2.094, 2.181]","(27.6, 55.2]",0-12
a005356,38.0,73.0,60.0,1,60.0,2019-03-01,0.0,1318.0,229.85,0,72,AMO,500.0,2.0854605573835863,10688.84,13.0,60,500.0,0.04677776072988275,1,10188.84,"(-1.501, 2.094]","(55.2, 82.8]",12-36
a005362,47.0,26.0,14.0,1,55.0,2019-03-01,0.0,2169.0,85.97,0,24,AMO,0.0,1.9869966530710355,0.0,12.0,14,0.0,,0,0.0,"(-1.501, 2.094]","(-0.276, 27.6]",0-12
a005369,31.0,42.0,31.0,1,60.0,2019-03-01,0.0,1523.0,257.72,0,41,AMO,279.87,2.0831987653174373,7340.78,11.0,31,279.87,0.03812537632240716,1,7060.91,"(-1.501, 2.094]","(27.6, 55.2]",0-12
a005371,31.0,43.0,31.0,1,53.0,2019-03-01,0.0,1554.0,416.31,0,41,AMO,1000.0,2.0670262045295695,11418.03,12.0,31,1000.0,0.08758078232409618,1,10418.03,"(-1.501, 2.094]","(27.6, 55.2]",0-12
a005376,35.0,61.0,51.0,1,48.0,2019-03-01,0.0,1830.0,100.67,0,60,AMO,1500.0,2.1127836950902448,3957.75,10.0,51,1500.0,0.37900322152738297,1,2457.75,"(2.094, 2.181]","(27.6, 55.2]",0-12
a005387,23.0,62.0,54.0,1,31.0,2019-03-01,0.0,1200.0,94.8,0,60,AMO,3000.0,2.158964610144798,4528.79,8.0,54,3000.0,0.6624285957176199,1,1528.79,"(2.094, 2.181]","(27.6, 55.2]",0-12
a005399,57.0,62.0,54.0,1,56.0,2019-03-01,0.0,1200.0,101.8,0,60,AMO,2800.0,2.1127836950902448,4918.7,8.0,54,2800.0,0.5692561042551894,1,2118.7,"(2.094, 2.181]","(27.6, 55.2]",0-12
a005416,39.0,62.0,56.0,1,46.0,2019-03-01,0.0,4200.0,382.46,0,61,AMO,6000.0,2.161623166573599,19247.01,6.0,56,6000.0,0.3117367320950111,1,13247.009999999998,"(2.094, 2.181]","(55.2, 82.8]",0-12
a005433,27.0,73.0,71.0,1,81.0,2019-03-01,0.0,336.0,86.94,0,72,AMO,3500.0,2.0854605573835863,4676.19,2.0,71,3500.0,0.7484725813108536,1,1176.1899999999996,"(-1.501, 2.094]","(55.2, 82.8]",0-12
a005455,58.0,300.0,49.0,1,82.0,2019-03-01,0.0,900.0,66.78,0,156,AMO,139.21,2.366287248923534,2764.22,251.0,49,139.21,0.05036140394035208,1,2625.0099999999998,"(2.256, 2.786]","(27.6, 55.2]",120+
a005485,62.0,160.0,39.0,1,60.0,2019-03-01,0.0,1200.0,30.66,0,132,AMO,50.0,2.366287248923534,1038.24,121.0,39,50.0,0.048158421944829714,1,988.24,"(2.256, 2.786]","(27.6, 55.2]",120+
a005509,53.0,144.0,89.0,1,52.0,2019-03-01,0.0,1900.0,382.54,0,144,AMO,392.99,2.3901414259277676,23450.73,55.0,89,392.99,0.01675811371330445,1,23057.739999999998,"(2.256, 2.786]","(82.8, 110.4]",36-60
a005510,76.0,66.0,10.0,1,70.0,2019-03-01,0.0,4703.0,1763.49,0,66,AMO,1871.7,2.3088183695170894,17125.44,56.0,10,1871.7,0.10929354223891474,1,15253.739999999998,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a005512,59.0,144.0,93.0,1,32.0,2019-03-01,0.0,4600.0,412.27,0,144,AMO,441.52,2.373959596279331,25788.73,51.0,93,441.52,0.017120656969148926,1,25347.21,"(2.256, 2.786]","(82.8, 110.4]",36-60
a005528,57.0,144.0,104.0,1,34.0,2019-03-01,0.0,3534.0,515.66,0,144,AMO,544.3,2.2669328195619265,37816.18,40.0,104,544.3,0.014393309953570138,1,37271.88,"(2.256, 2.786]","(82.8, 110.4]",36-60
a005531,43.0,97.0,58.0,1,52.0,2019-03-01,0.0,2033.0,333.38,0,96,AMO,357.84,2.209863224378137,14836.25,39.0,58,357.84,0.024119302384362624,1,14478.41,"(2.181, 2.256]","(55.2, 82.8]",36-60
a005544,45.0,108.0,77.0,1,52.0,2019-03-01,0.0,2126.0,404.43,0,108,AMO,1415.07,2.2211506145441815,23667.43,31.0,77,1415.07,0.05978976171050257,1,22252.36,"(2.181, 2.256]","(55.2, 82.8]",12-36
a005547,38.0,121.0,94.0,1,52.0,2019-03-01,0.0,3795.0,513.77,0,120,AMO,588.66,2.2007034267270464,39945.61,27.0,94,588.66,0.014736538007555772,1,39356.95,"(2.181, 2.256]","(82.8, 110.4]",12-36
a005549,58.0,144.0,115.0,1,60.0,2019-03-01,0.0,1324.0,709.5,0,143,AMO,1211.28,2.221810338571522,54065.63,29.0,115,1211.28,0.022403882096629597,1,52854.35,"(2.181, 2.256]","(110.4, 138.0]",12-36
a005554,55.0,180.0,153.0,1,56.0,2019-03-01,0.0,3200.0,675.74,0,180,AMO,0.0,2.2435095374551755,74252.42,27.0,153,0.0,0.0,0,74252.42,"(2.181, 2.256]","(138.0, 165.6]",12-36
a005558,70.0,144.0,117.0,1,70.0,2019-03-01,0.0,2600.0,333.76,0,144,AMO,18000.0,2.221810338571522,23133.67,27.0,117,18000.0,0.7780866589693725,1,5133.669999999998,"(2.181, 2.256]","(110.4, 138.0]",12-36
a005562,68.0,97.0,75.0,1,70.0,2019-03-01,0.0,3254.0,861.31,0,96,AMO,944.97,2.1349806618327336,50200.3,22.0,75,944.97,0.0188239910916867,1,49255.33,"(2.094, 2.181]","(55.2, 82.8]",12-36
a005580,39.0,120.0,101.0,1,56.0,2019-03-01,0.0,2250.0,499.99,0,119,AMO,0.0,2.1549460095042616,41929.23,19.0,101,0.0,0.0,0,41929.23,"(2.094, 2.181]","(82.8, 110.4]",12-36
a005584,55.0,144.0,130.0,1,56.0,2019-03-01,0.0,2790.0,775.52,0,144,AMO,805.49,2.1766936096248664,66063.81,14.0,130,805.49,0.012192605906319966,1,65258.32,"(2.094, 2.181]","(110.4, 138.0]",12-36
a005605,54.0,145.0,141.0,1,36.0,2019-03-01,0.0,4457.0,846.94,1,144,AMO,-17654.0,2.1487500728417013,83950.54,4.0,141,-17654.0,0.0,0,101604.54,"(2.094, 2.181]","(138.0, 165.6]",0-12
a005613,69.0,125.0,22.0,1,70.0,2019-03-01,0.0,1789.0,159.48,0,102,AMO,0.0,2.152633017947044,3067.51,103.0,22,0.0,0.0,0,3067.51,"(2.094, 2.181]","(-0.276, 27.6]",60-120
a005617,61.0,97.0,22.0,1,48.0,2019-03-01,0.0,2816.0,303.47,0,96,AMO,2000.0,2.250662643780786,5438.76,75.0,22,2000.0,0.3677308798329031,1,3438.76,"(2.181, 2.256]","(-0.276, 27.6]",60-120
a005652,70.0,60.0,6.0,1,70.0,2019-03-01,0.0,2400.0,254.99,0,55,AMO,0.0,2.229650450982495,0.0,54.0,6,0.0,,0,0.0,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a005660,43.0,71.0,24.0,1,48.0,2019-03-01,0.0,4284.0,334.74,0,71,AMO,0.0,2.273493673461221,7588.44,47.0,24,0.0,0.0,0,7588.44,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a005698,52.0,48.0,6.0,1,46.0,2019-03-01,0.0,4331.0,122.21,0,48,AMO,500.0,1.956669555329463,552.05,42.0,6,500.0,0.9057150620414818,1,52.049999999999955,"(-1.501, 2.094]","(-0.276, 27.6]",36-60
a005713,71.0,49.0,9.0,1,70.0,2019-03-01,0.0,2534.0,57.69,0,48,AMO,0.0,2.6033246046765717,459.86,40.0,9,0.0,0.0,0,459.86,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a005714,29.0,125.0,87.0,1,60.0,2019-03-01,0.0,1549.0,89.31,0,120,AMO,527.48,2.3265281067558146,5685.0,38.0,87,527.48,0.09278452066842569,1,5157.52,"(2.256, 2.786]","(82.8, 110.4]",36-60
a005718,62.0,89.0,51.0,1,56.0,2019-03-01,0.0,1388.0,92.01,0,84,AMO,500.0,2.3804704758703603,3645.91,38.0,51,500.0,0.13713997328513322,1,3145.91,"(2.256, 2.786]","(27.6, 55.2]",36-60
a005800,62.0,48.0,15.0,1,54.0,2019-03-01,0.0,1100.0,67.42,0,48,AMO,152.74,2.3792105247758606,858.1,33.0,15,152.74,0.17799790234238436,1,705.36,"(2.256, 2.786]","(-0.276, 27.6]",12-36
a005845,34.0,48.0,10.0,1,54.0,2019-03-01,0.0,1554.0,35.19,0,42,AMO,100.0,2.5086000418244883,296.58,38.0,10,100.0,0.33717715287612116,1,196.57999999999998,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a005851,66.0,72.0,40.0,1,70.0,2019-03-01,0.0,1570.0,273.4,0,72,AMO,-2705.779999999999,2.2937902035722373,0.0,32.0,40,-2705.779999999999,0.0,0,2705.779999999999,"(2.256, 2.786]","(27.6, 55.2]",12-36
a005853,35.0,84.0,56.0,1,54.0,2019-03-01,0.0,770.0,364.15,0,84,AMO,789.18,2.342047063516534,16110.43,28.0,56,789.18,0.04898565711778022,1,15321.25,"(2.256, 2.786]","(55.2, 82.8]",12-36
a005860,40.0,48.0,18.0,1,54.0,2019-03-01,0.0,7226.0,376.15,0,48,AMO,5482.0,2.1047656377420325,5639.76,30.0,18,5482.0,0.9720271784614948,1,157.76000000000022,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a005863,34.0,97.0,66.0,1,56.0,2019-03-01,0.0,1633.0,322.57,0,96,AMO,1428.43,2.347942492126205,15898.63,31.0,66,1428.43,0.0898461062368267,1,14470.199999999999,"(2.256, 2.786]","(55.2, 82.8]",12-36
a005922,55.0,125.0,97.0,1,10.0,2019-03-01,0.0,2549.0,100.07,0,120,AMO,216.61,2.2145810963257033,7151.24,28.0,97,216.61,0.030289851829892443,1,6934.63,"(2.181, 2.256]","(82.8, 110.4]",12-36
a005923,44.0,37.0,7.0,1,23.0,2019-03-01,0.0,5000.0,149.96,0,36,AMO,800.0,1.9988615965453322,818.93,30.0,7,800.0,0.9768844712002247,1,18.92999999999995,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a005933,56.0,185.0,160.0,1,60.0,2019-03-01,0.0,1570.0,220.85,0,180,AMO,482.18,2.1810599287271124,22948.41,25.0,160,482.18,0.021011477483625227,1,22466.23,"(2.181, 2.256]","(138.0, 165.6]",12-36
a005962,65.0,60.0,34.0,1,70.0,2019-03-01,0.0,2700.0,291.58,0,60,AMO,-2294.290000000001,2.189220031842025,0.0,26.0,34,-2294.290000000001,0.0,0,2294.290000000001,"(2.181, 2.256]","(27.6, 55.2]",12-36
a005966,54.0,36.0,1.0,1,60.0,2019-03-01,0.0,5815.0,10.28,0,29,AMO,0.0,2.0722904553405024,0.0,35.0,1,0.0,,0,0.0,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a005970,45.0,62.0,36.0,1,48.0,2019-03-01,0.0,2300.0,243.1,0,60,AMO,263.19,2.18850851439879,7649.99,26.0,36,263.19,0.03440396654113274,1,7386.8,"(2.181, 2.256]","(27.6, 55.2]",12-36
a005979,52.0,61.0,33.0,1,10.0,2019-03-01,0.0,6811.0,402.0,0,60,AMO,300.0,2.1976648834841632,11211.93,28.0,33,300.0,0.026757213075714884,1,10911.93,"(2.181, 2.256]","(27.6, 55.2]",12-36
a005986,44.0,50.0,25.0,1,23.0,2019-03-01,0.0,2095.0,146.66,0,48,AMO,158.93,2.163134963754066,3304.84,25.0,25,158.93,0.04809007395214292,1,3145.9100000000003,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a005988,50.0,73.0,47.0,1,55.0,2019-03-01,0.0,3102.0,127.65,0,72,AMO,4500.0,2.2593654994071057,4565.34,26.0,47,4500.0,0.9856878129558806,1,65.34000000000015,"(2.256, 2.786]","(27.6, 55.2]",12-36
a005991,30.0,48.0,21.0,1,47.0,2019-03-01,0.0,1831.0,110.74,0,48,AMO,120.1,2.0106789267535174,2262.38,27.0,21,120.1,0.05308568852270617,1,2142.28,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006011,59.0,72.0,46.0,1,82.0,2019-03-01,0.0,2000.0,150.8,0,72,AMO,163.18,2.2858278093139446,6046.03,26.0,46,163.18,0.026989611364812944,1,5882.849999999999,"(2.256, 2.786]","(27.6, 55.2]",12-36
a006020,50.0,37.0,13.0,1,69.0,2019-03-01,0.0,5263.0,161.4,0,36,AMO,263.0,2.134880057816211,1728.87,24.0,13,263.0,0.1521224846286881,1,1465.87,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a006024,69.0,37.0,2.0,1,70.0,2019-03-01,0.0,6268.0,84.92,0,27,AMO,0.0,1.9852953260031398,34.59,35.0,2,0.0,0.0,0,34.59,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006038,69.0,149.0,124.0,1,70.0,2019-03-01,0.0,1582.0,61.82,2,144,AMO,-7500.0,2.3076025089163044,5232.14,25.0,124,-7500.0,0.0,0,12732.14,"(2.256, 2.786]","(110.4, 138.0]",12-36
a006054,67.0,49.0,1.0,1,70.0,2019-03-01,0.0,1307.0,126.29,0,24,AMO,0.0,2.059786933505226,75.03,48.0,1,0.0,0.0,0,75.03,"(-1.501, 2.094]","(-0.276, 27.6]",36-60
a006070,68.0,185.0,161.0,1,70.0,2019-03-01,0.0,1671.0,145.24,0,180,AMO,1621.62,2.1810599287271124,15025.01,24.0,161,1621.62,0.10792804796802132,1,13403.39,"(2.181, 2.256]","(138.0, 165.6]",12-36
a006071,46.0,36.0,7.0,1,52.0,2019-03-01,0.0,1866.0,275.69,0,31,AMO,0.0,1.956669555329463,1538.57,29.0,7,0.0,0.0,0,1538.57,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006078,48.0,60.0,36.0,1,52.0,2019-03-01,0.0,1700.0,101.5,0,60,AMO,220.11,2.2226338221276203,3057.74,24.0,36,220.11,0.07198453759966512,1,2837.6299999999997,"(2.181, 2.256]","(27.6, 55.2]",12-36
a006084,48.0,185.0,168.0,1,64.0,2019-03-01,0.0,1881.0,228.06,0,180,AMO,-12765.55,2.260045120698095,0.0,17.0,168,-12765.55,0.0,0,12765.55,"(2.256, 2.786]","(165.6, 193.2]",12-36
a006090,53.0,48.0,26.0,1,64.0,2019-03-01,0.0,2100.0,200.0,0,48,AMO,217.56,2.306111992110613,4605.26,22.0,26,217.56,0.04724163239426221,1,4387.7,"(2.256, 2.786]","(-0.276, 27.6]",12-36
a006091,50.0,36.0,13.0,2,90.0,2019-03-01,0.0,0.0,133.77,1,36,AMO,291.4,2.3254909050882318,1819.84,23.0,13,291.4,0.16012396694214875,1,1528.44,"(2.256, 2.786]","(-0.276, 27.6]",12-36
a006096,28.0,61.0,39.0,1,48.0,2019-03-01,0.0,1800.0,72.07,0,60,AMO,600.0,2.3824105905492,2214.09,22.0,39,600.0,0.2709916941045757,1,1614.0900000000001,"(2.256, 2.786]","(27.6, 55.2]",12-36
a006099,67.0,36.0,10.0,1,70.0,2019-03-01,0.0,1400.0,32.97,0,34,AMO,100.0,1.956669555329463,322.73,26.0,10,100.0,0.30985653642363586,1,222.73000000000002,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006104,41.0,48.0,25.0,1,45.0,2019-03-01,0.0,2821.0,105.48,0,48,AMO,485.72,2.1806073626269216,2242.97,23.0,25,485.72,0.21655216075114694,1,1757.2499999999998,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a006129,59.0,185.0,165.0,1,47.0,2019-03-01,0.0,2322.0,129.95,0,180,AMO,5000.0,2.260045120698095,12014.17,20.0,165,5000.0,0.4161752330789393,1,7014.17,"(2.256, 2.786]","(138.0, 165.6]",12-36
a006135,78.0,59.0,37.0,1,70.0,2019-03-01,0.0,1289.0,181.39,0,60,AMO,590.45,2.0834253672477683,5810.25,22.0,37,590.45,0.10162213329891141,1,5219.8,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a006170,67.0,65.0,44.0,1,70.0,2019-03-01,0.0,1383.0,52.83,0,60,AMO,1300.0,2.083878432655644,1758.9,21.0,44,1300.0,0.7390983000739098,1,458.9000000000001,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a006189,41.0,61.0,42.0,1,48.0,2019-03-01,0.0,2662.0,107.85,0,60,AMO,0.0,2.1976648834841632,3668.55,19.0,42,0.0,0.0,0,3668.55,"(2.181, 2.256]","(27.6, 55.2]",12-36
a006226,72.0,60.0,33.0,1,70.0,2019-03-01,0.0,1500.0,41.93,0,53,AMO,0.0,2.3792105247758606,1193.35,27.0,33,0.0,0.0,0,1193.35,"(2.256, 2.786]","(27.6, 55.2]",12-36
a006231,46.0,121.0,102.0,1,46.0,2019-03-01,0.0,4884.0,318.77,0,120,AMO,10000.0,2.2871769535275086,21632.16,19.0,102,10000.0,0.4622746873174015,1,11632.16,"(2.256, 2.786]","(82.8, 110.4]",12-36
a006261,63.0,40.0,21.0,1,64.0,2019-03-01,0.0,2731.0,380.52,0,39,AMO,418.99,2.2937902035722373,7204.87,19.0,21,418.99,0.058153721024806836,1,6785.88,"(2.256, 2.786]","(-0.276, 27.6]",12-36
a006276,62.0,120.0,90.0,1,70.0,2019-03-01,0.0,1417.0,448.51,0,107,AMO,0.0,2.2937902035722373,32285.2,30.0,90,0.0,0.0,0,32285.2,"(2.256, 2.786]","(82.8, 110.4]",12-36
a006288,39.0,60.0,44.0,1,46.0,2019-03-01,0.0,4794.0,510.45,0,60,AMO,1107.0,2.171912831889951,19149.68,16.0,44,1107.0,0.05780775448989226,1,18042.68,"(2.094, 2.181]","(27.6, 55.2]",12-36
a006298,23.0,60.0,44.0,1,56.0,2019-03-01,0.0,930.0,120.1,0,60,AMO,259.95,2.171912831889951,4418.23,16.0,44,259.95,0.05883577812834552,1,4158.28,"(2.094, 2.181]","(27.6, 55.2]",12-36
a006313,79.0,36.0,19.0,1,70.0,2019-03-01,0.0,2503.0,186.43,0,36,AMO,202.23,2.134880057816211,3211.68,17.0,19,202.23,0.06296704528471081,1,3009.45,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a006370,34.0,49.0,33.0,1,36.0,2019-03-01,0.0,3450.0,144.67,0,48,AMO,156.65,2.162946366655249,4099.31,16.0,33,156.65,0.03821374816737451,1,3942.6600000000003,"(2.094, 2.181]","(27.6, 55.2]",12-36
a006371,61.0,20.0,7.0,1,70.0,2019-03-01,0.0,1142.0,68.82,0,20,AMO,75.33,2.1806979135833386,482.67,13.0,7,75.33,0.1560693641618497,1,407.34000000000003,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a006374,41.0,61.0,2.0,1,60.0,2019-03-01,0.0,2488.0,47.81,0,17,AMO,-4271.200000000001,2.1976648834841632,32.93,59.0,2,-4271.200000000001,0.0,0,4304.130000000001,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a006385,43.0,24.0,9.0,1,46.0,2019-03-01,0.0,3002.0,170.98,0,24,AMO,1000.0,1.727114907785918,1528.1,15.0,9,1000.0,0.654407434068451,1,528.0999999999999,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006386,56.0,60.0,45.0,1,23.0,2019-03-01,0.0,3438.0,287.66,0,60,AMO,623.32,2.171912831889951,10799.54,15.0,45,623.32,0.05771727314311535,1,10176.220000000001,"(2.094, 2.181]","(27.6, 55.2]",12-36
a006387,33.0,73.0,58.0,1,52.0,2019-03-01,0.0,1192.0,313.91,0,72,AMO,1680.0,2.2257480862658876,14596.48,15.0,58,1680.0,0.11509624238172492,1,12916.48,"(2.181, 2.256]","(55.2, 82.8]",12-36
a006393,55.0,36.0,21.0,1,52.0,2019-03-01,0.0,2370.0,106.14,0,36,AMO,1000.0,2.134880057816211,2001.28,15.0,21,1000.0,0.49968020466901186,1,1001.28,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a006396,61.0,126.0,2.0,1,60.0,2019-03-01,0.0,1080.0,1365.37,0,12,AMO,-2625.57,2.260045120698095,2706.7,124.0,2,-2625.57,0.0,0,5332.27,"(2.256, 2.786]","(-0.276, 27.6]",120+
a006400,74.0,48.0,34.0,1,70.0,2019-03-01,0.0,1723.0,138.5,0,48,AMO,2000.0,2.0371891877716086,3995.88,14.0,34,2000.0,0.5005155309969268,1,1995.88,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a006411,51.0,61.0,47.0,1,64.0,2019-03-01,0.0,2249.0,169.54,1,60,AMO,-360.98,2.1806073626269216,6616.9,14.0,47,-360.98,0.0,0,6977.879999999999,"(2.094, 2.181]","(27.6, 55.2]",12-36
a006429,44.0,125.0,100.0,1,55.0,2019-03-01,0.0,1763.0,73.82,0,107,AMO,0.0,2.181241168346333,5478.05,25.0,100,0.0,0.0,0,5478.05,"(2.181, 2.256]","(82.8, 110.4]",12-36
a006435,42.0,71.0,57.0,1,69.0,2019-03-01,0.0,1622.0,214.31,0,71,AMO,464.37,2.255798466274281,9741.73,14.0,57,464.37,0.047668124655477005,1,9277.359999999999,"(2.181, 2.256]","(55.2, 82.8]",12-36
a006441,62.0,185.0,174.0,1,70.0,2019-03-01,0.0,2722.0,146.8,0,180,AMO,452.45,2.1810599287271124,16359.16,11.0,174,452.45,0.027657288027013612,1,15906.71,"(2.181, 2.256]","(165.6, 193.2]",0-12
a006444,64.0,60.0,60.0,1,70.0,2019-03-01,0.0,2600.0,307.84,0,72,AMO,1533.0,2.162946366655249,14436.46,0.0,60,1533.0,0.10618946750103558,1,12903.46,"(2.094, 2.181]","(55.2, 82.8]",0-12
a006447,42.0,125.0,115.0,1,42.0,2019-03-01,0.0,4801.0,302.91,0,120,AMO,0.0,2.25656001514832,0.0,10.0,115,0.0,,0,0.0,"(2.256, 2.786]","(110.4, 138.0]",0-12
a006452,37.0,121.0,109.0,1,56.0,2019-03-01,0.0,1632.0,607.42,0,120,AMO,690.03,2.251432950269791,51305.57,12.0,109,690.03,0.013449416895670393,1,50615.54,"(2.181, 2.256]","(82.8, 110.4]",0-12
a006456,32.0,55.0,41.0,1,56.0,2019-03-01,0.0,1561.0,217.46,1,54,AMO,436.26,2.162946366655249,7778.79,14.0,41,436.26,0.056083272591238485,1,7342.53,"(2.094, 2.181]","(27.6, 55.2]",12-36
a006465,40.0,61.0,21.0,1,48.0,2019-03-01,0.0,3200.0,388.56,0,34,AMO,2700.0,2.162946366655249,7075.45,40.0,21,2700.0,0.38160117024358875,1,4375.45,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a006469,27.0,49.0,33.0,1,54.0,2019-03-01,0.0,1530.0,123.05,0,44,AMO,0.0,2.20586354270022,3412.44,16.0,33,0.0,0.0,0,3412.44,"(2.181, 2.256]","(27.6, 55.2]",12-36
a006475,56.0,49.0,18.0,1,34.0,2019-03-01,0.0,3092.0,334.33,0,31,AMO,3000.0,2.0247853938998865,5493.68,31.0,18,3000.0,0.5460820433661953,1,2493.6800000000003,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006496,44.0,37.0,24.0,1,56.0,2019-03-01,0.0,2064.0,209.61,0,36,AMO,1000.0,1.9988615965453322,4428.77,13.0,24,1000.0,0.2257963271969418,1,3428.7700000000004,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a006512,38.0,54.0,43.0,1,48.0,2019-03-01,0.0,1514.0,226.99,0,54,AMO,1500.0,2.229650450982495,7677.31,11.0,43,1500.0,0.1953809342074242,1,6177.31,"(2.181, 2.256]","(27.6, 55.2]",0-12
