ID,AGE_CLI,B_MAT,B_RESMAT,CLASSACT,CSP,DARRET,E_OFF,MREVTOT,MTECH,NBIMP,NB_ECH,produit,RA,Tx,EAD,AGE_PRET,HORIZON_RES,CF_CAP_OBS,ER_obs,FLAG_ER,EAD_POST,Tx_bin,B_RESMAT_bin,AGE_PRET_BIN
a051586,49.0,60.0,59.0,1,36.0,2021-03-01,0.0,7216.0,225.35,0,60,AMO,-9500.0,2.1047656377420325,10330.7,1.0,59,-9500.0,0.0,0,19830.7,"(2.094, 2.181]","(55.2, 82.8]",0-12
a051605,46.0,61.0,44.0,1,87.0,2021-03-01,0.0,2045.0,98.82,0,60,AMO,108.25,2.23118557226743,3746.8,17.0,44,108.25,0.028891320593573182,1,3638.55,"(2.181, 2.256]","(27.6, 55.2]",12-36
a051609,22.0,48.0,36.0,1,87.0,2021-03-01,0.0,1412.0,68.89,0,48,AMO,76.32,2.213910290101821,2200.71,12.0,36,76.32,0.034679717000422584,1,2124.39,"(2.181, 2.256]","(27.6, 55.2]",0-12
a051612,37.0,20.0,11.0,1,46.0,2021-03-01,0.0,4700.0,65.3,2,20,AMO,272.61,2.1806979135833386,925.63,9.0,11,272.61,0.2945129263312555,1,653.02,"(2.094, 2.181]","(-0.276, 27.6]",0-12
a051613,27.0,21.0,14.0,1,56.0,2021-03-01,0.0,1400.0,76.19,0,20,AMO,317.49,2.5278791805036582,877.47,7.0,14,317.49,0.3618243358747308,1,559.98,"(2.256, 2.786]","(-0.276, 27.6]",0-12
a051663,22.0,86.0,69.0,1,54.0,2021-03-01,0.0,485.0,321.43,0,84,AMO,5000.0,2.2474115233722167,18678.57,17.0,69,5000.0,0.26768644494733806,1,13678.57,"(2.181, 2.256]","(55.2, 82.8]",12-36
a051668,33.0,74.0,69.0,1,47.0,2021-03-01,0.0,3369.0,141.35,0,72,AMO,152.86,2.180516792786577,7814.9,5.0,69,152.86,0.019560071146143908,1,7662.04,"(2.094, 2.181]","(55.2, 82.8]",0-12
a051675,26.0,72.0,68.0,1,36.0,2021-03-01,0.0,5126.0,234.54,0,71,AMO,0.0,2.058708442390453,14149.43,4.0,68,0.0,0.0,0,14149.43,"(-1.501, 2.094]","(55.2, 82.8]",0-12
a051677,28.0,60.0,57.0,1,47.0,2021-03-01,0.0,1700.0,67.66,0,59,AMO,3000.0,2.02633910974735,3015.87,3.0,57,3000.0,0.9947378368431,1,15.86999999999989,"(-1.501, 2.094]","(55.2, 82.8]",0-12
a051678,30.0,28.0,25.0,1,60.0,2021-03-01,0.0,1460.0,397.34,0,27,AMO,430.61,2.0496160151983087,9266.29,3.0,25,430.61,0.046470593948602944,1,8835.68,"(-1.501, 2.094]","(-0.276, 27.6]",0-12
a051706,76.0,49.0,12.0,1,70.0,2021-04-01,0.0,1040.0,171.06,0,48,AMO,1000.0,2.060982048302028,1323.57,37.0,12,1000.0,0.7555323858957215,1,323.56999999999994,"(-1.501, 2.094]","(-0.276, 27.6]",36-60
a051719,66.0,61.0,23.0,1,70.0,2021-04-01,0.0,4188.0,148.9,0,60,AMO,172.0,2.1806073626269216,3081.02,38.0,23,172.0,0.05582566812289436,1,2909.02,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a051721,43.0,85.0,7.0,1,60.0,2021-04-01,0.0,1350.0,201.31,0,71,AMO,500.0,2.4081092554389008,1014.13,78.0,7,500.0,0.49303343752773315,1,514.13,"(2.256, 2.786]","(-0.276, 27.6]",60-120
a051757,48.0,60.0,26.0,1,45.0,2021-04-01,0.0,2781.0,424.0,0,44,AMO,2000.0,2.1806073626269216,8730.22,34.0,26,2000.0,0.22908930130053998,1,6730.219999999999,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a051777,70.0,36.0,30.0,1,70.0,2021-04-01,0.0,2530.0,95.25,0,36,AMO,103.43,2.171912831889951,2431.96,6.0,30,103.43,0.04252948239280251,1,2328.53,"(2.094, 2.181]","(27.6, 55.2]",0-12
a051793,72.0,36.0,24.0,1,70.0,2021-04-01,0.0,1396.0,270.02,0,30,AMO,1800.0,2.1443397621500826,5880.28,12.0,24,1800.0,0.3061078724142388,1,4080.2799999999997,"(2.094, 2.181]","(-0.276, 27.6]",0-12
a051811,46.0,60.0,47.0,1,32.0,2021-04-01,0.0,2925.0,62.54,0,60,AMO,900.0,2.225911607382236,2648.21,13.0,47,900.0,0.3398522020534625,1,1748.21,"(2.181, 2.256]","(27.6, 55.2]",12-36
a051820,37.0,161.0,59.0,1,55.0,2021-04-01,0.0,1807.0,41.33,0,156,AMO,100.0,2.4956349268476536,1935.13,102.0,59,100.0,0.05167611478298615,1,1835.13,"(2.256, 2.786]","(55.2, 82.8]",60-120
a051838,46.0,156.0,99.0,1,45.0,2021-04-01,0.0,2236.0,734.44,0,156,AMO,0.0,2.2075700461605074,0.0,57.0,99,0.0,,0,0.0,"(2.181, 2.256]","(82.8, 110.4]",36-60
a051845,59.0,157.0,89.0,1,82.0,2021-04-01,0.0,3512.0,35.0,0,134,AMO,0.0,2.2373515356538056,2564.99,68.0,89,0.0,0.0,0,2564.99,"(2.181, 2.256]","(82.8, 110.4]",60-120
a051850,65.0,157.0,120.0,1,70.0,2021-04-01,0.0,1850.0,238.57,0,156,AMO,20000.0,2.1901958771670005,22335.51,37.0,120,20000.0,0.8954351165475962,1,2335.5099999999984,"(2.181, 2.256]","(110.4, 138.0]",36-60
a051865,60.0,145.0,121.0,1,47.0,2021-04-01,0.0,1337.0,217.06,0,144,AMO,9500.0,2.1521494518734414,17328.69,24.0,121,9500.0,0.5482237837943896,1,7828.689999999999,"(2.094, 2.181]","(110.4, 138.0]",12-36
a051885,67.0,122.0,114.0,1,70.0,2021-04-01,0.0,1122.0,130.26,0,120,AMO,4000.0,2.140481330820168,10759.58,8.0,114,4000.0,0.37176172304123395,1,6759.58,"(2.094, 2.181]","(110.4, 138.0]",0-12
a051902,31.0,60.0,19.0,1,52.0,2021-04-01,0.0,1549.0,349.78,0,60,AMO,0.0,2.144438574441063,0.0,41.0,19,0.0,,0,0.0,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a051903,27.0,85.0,47.0,1,52.0,2021-04-01,0.0,2732.0,463.87,0,84,AMO,470.0,2.2664871767418324,18476.72,38.0,47,470.0,0.02543741529881927,1,18006.72,"(2.256, 2.786]","(27.6, 55.2]",36-60
a051905,61.0,48.0,3.0,1,52.0,2021-04-01,0.0,1350.0,53.34,0,41,AMO,123.64999999999998,2.2664871767418324,125.02,45.0,3,123.64999999999998,0.9890417533194688,1,1.3700000000000188,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a051917,49.0,72.0,48.0,1,48.0,2021-04-01,0.0,6287.0,370.3,0,72,AMO,10000.0,2.0722904553405024,13634.75,24.0,48,10000.0,0.7334201213810301,1,3634.75,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a051930,66.0,37.0,23.0,1,70.0,2021-04-01,0.0,1934.0,378.29,0,25,AMO,0.0,1.956669555329463,7713.27,14.0,23,0.0,0.0,0,7713.27,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a051945,35.0,73.0,3.0,1,64.0,2021-04-01,0.0,4800.0,266.43,0,72,AMO,300.0,2.1774243847759185,732.12,70.0,3,300.0,0.40976889034584496,1,432.12,"(2.094, 2.181]","(-0.276, 27.6]",60-120
a051965,71.0,62.0,11.0,1,60.0,2021-04-01,0.0,1814.0,370.94,0,60,AMO,0.0,2.2442929234217,0.0,51.0,11,0.0,,0,0.0,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a051967,59.0,61.0,8.0,1,52.0,2021-04-01,0.0,1600.0,157.33,0,60,AMO,665.75,2.245074600882508,1079.81,53.0,8,665.75,0.616543651197896,1,414.05999999999995,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a051979,54.0,61.0,14.0,1,55.0,2021-04-01,0.0,2300.0,119.66,0,60,AMO,260.53,2.255874623152854,1497.61,47.0,14,260.53,0.17396384906617876,1,1237.08,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a051984,37.0,73.0,24.0,1,56.0,2021-04-01,0.0,1850.0,242.19,0,72,AMO,264.75,2.236396259090964,5252.13,49.0,24,264.75,0.05040812013411702,1,4987.38,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a052001,23.0,73.0,31.0,1,60.0,2021-04-01,0.0,990.0,294.15,0,72,AMO,320.0,2.1314436451475864,7331.24,42.0,31,320.0,0.043648823391404454,1,7011.24,"(2.094, 2.181]","(27.6, 55.2]",36-60
a052007,25.0,61.0,19.0,1,60.0,2021-04-01,0.0,1230.0,192.29,0,60,AMO,0.0,2.141473838169443,0.0,42.0,19,0.0,,0,0.0,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a052128,54.0,73.0,29.0,1,55.0,2021-04-01,0.0,2170.0,181.91,0,54,AMO,3000.0,2.181241168346333,4786.92,44.0,29,3000.0,0.6267077786969492,1,1786.92,"(2.181, 2.256]","(27.6, 55.2]",36-60
a052133,33.0,73.0,49.0,1,55.0,2021-04-01,0.0,2666.0,373.25,1,72,AMO,0.0,2.153212513775344,15915.1,24.0,49,0.0,0.0,0,15915.1,"(2.094, 2.181]","(27.6, 55.2]",12-36
a052147,24.0,61.0,38.0,1,52.0,2021-04-01,0.0,1906.0,209.12,0,60,AMO,0.0,2.1806073626269216,0.0,23.0,38,0.0,,0,0.0,"(2.094, 2.181]","(27.6, 55.2]",12-36
a052184,74.0,67.0,48.0,1,56.0,2021-04-01,0.0,2704.0,172.1,0,66,AMO,2500.0,2.161812339037364,5632.89,19.0,48,2500.0,0.44382191024500744,1,3132.8900000000003,"(2.094, 2.181]","(27.6, 55.2]",12-36
a052185,34.0,73.0,30.0,1,52.0,2021-04-01,0.0,1801.0,195.29,0,46,AMO,4000.0,2.140481330820168,4418.0,43.0,30,4000.0,0.9053870529651425,1,418.0,"(2.094, 2.181]","(27.6, 55.2]",36-60
a052220,41.0,73.0,62.0,1,52.0,2021-04-01,0.0,1756.0,79.25,0,72,AMO,1078.0,2.1434524505722234,3945.29,11.0,62,1078.0,0.2732372018280025,1,2867.29,"(2.094, 2.181]","(55.2, 82.8]",0-12
a052222,31.0,73.0,62.0,1,60.0,2021-04-01,0.0,5951.0,428.28,0,72,AMO,0.0,2.1806979135833386,0.0,11.0,62,0.0,,0,0.0,"(2.094, 2.181]","(55.2, 82.8]",0-12
a052245,34.0,62.0,53.0,1,55.0,2021-04-01,0.0,1400.0,75.73,0,60,AMO,100.0,2.1394861700873546,3390.86,9.0,53,100.0,0.02949104357006777,1,3290.86,"(2.094, 2.181]","(27.6, 55.2]",0-12
a052253,29.0,37.0,28.0,1,64.0,2021-04-01,0.0,2288.0,144.24,0,36,AMO,3000.0,2.0564231011283285,3284.81,9.0,28,3000.0,0.9132948328822672,1,284.80999999999995,"(-1.501, 2.094]","(27.6, 55.2]",0-12
a052261,56.0,73.0,66.0,1,52.0,2021-04-01,0.0,1702.0,452.3,0,72,AMO,467.55,2.1454220894357183,22513.96,7.0,66,467.55,0.020767115158772602,1,22046.41,"(2.094, 2.181]","(55.2, 82.8]",0-12
a052262,56.0,61.0,53.0,1,52.0,2021-04-01,0.0,1679.0,341.17,0,60,AMO,360.0,2.035293917181257,14506.81,8.0,53,360.0,0.024815931276414318,1,14146.81,"(-1.501, 2.094]","(27.6, 55.2]",0-12
a052269,48.0,73.0,66.0,1,52.0,2021-04-01,0.0,2479.0,198.49,0,72,AMO,2000.0,2.1454220894357183,10317.93,7.0,66,2000.0,0.19383732977447996,1,8317.93,"(2.094, 2.181]","(55.2, 82.8]",0-12
a052301,37.0,61.0,54.0,1,54.0,2021-04-01,0.0,4000.0,285.91,0,60,AMO,649.02,2.127365637782983,14041.5,7.0,54,649.02,0.04622155752590535,1,13392.48,"(2.094, 2.181]","(27.6, 55.2]",0-12
a052302,35.0,73.0,47.0,1,60.0,2021-04-01,0.0,779.0,226.88,0,52,AMO,4000.0,2.111404423682022,9598.4,26.0,47,4000.0,0.4167361226871145,1,5598.4,"(2.094, 2.181]","(27.6, 55.2]",12-36
a052317,47.0,121.0,30.0,1,60.0,2021-04-01,0.0,1977.0,448.75,0,120,AMO,470.24,2.428242048698051,10268.75,91.0,30,470.24,0.045793304930006086,1,9798.51,"(2.256, 2.786]","(27.6, 55.2]",60-120
a052318,53.0,120.0,29.0,1,64.0,2021-04-01,0.0,1284.0,54.36,0,120,AMO,234.03,2.4281396286826893,1374.57,91.0,29,234.03,0.17025688033348613,1,1140.54,"(2.256, 2.786]","(27.6, 55.2]",60-120
a052320,55.0,84.0,5.0,1,60.0,2021-04-01,0.0,2054.0,621.42,0,84,AMO,1000.0,2.3013349972514128,1654.75,79.0,5,1000.0,0.6043208943949238,1,654.75,"(2.256, 2.786]","(-0.276, 27.6]",60-120
a052330,60.0,144.0,76.0,1,48.0,2021-04-01,0.0,2217.0,697.63,0,144,AMO,734.94,2.319412283087072,43399.06,68.0,76,734.94,0.01693446816590037,1,42664.119999999995,"(2.256, 2.786]","(55.2, 82.8]",60-120
a052338,67.0,120.0,56.0,1,70.0,2021-04-01,0.0,2600.0,357.76,0,120,AMO,387.94,2.260799265651129,15267.23,64.0,56,387.94,0.025409979413423392,1,14879.289999999999,"(2.256, 2.786]","(55.2, 82.8]",60-120
a052346,48.0,96.0,42.0,1,52.0,2021-04-01,0.0,2939.0,235.86,0,96,AMO,293.63,2.281539758196247,8709.53,54.0,42,293.63,0.033713644708727106,1,8415.900000000001,"(2.256, 2.786]","(27.6, 55.2]",36-60
a052352,57.0,120.0,68.0,1,46.0,2021-04-01,0.0,3000.0,398.11,0,120,AMO,0.0,2.234719604853123,22910.24,52.0,68,0.0,0.0,0,22910.24,"(2.181, 2.256]","(55.2, 82.8]",36-60
a052383,35.0,144.0,17.0,1,36.0,2021-04-01,0.0,2200.0,168.76,0,55,AMO,700.0,2.1340740008639365,1640.88,127.0,17,700.0,0.42660036078201935,1,940.8800000000001,"(2.094, 2.181]","(-0.276, 27.6]",120+
a052404,41.0,145.0,120.0,1,52.0,2021-04-01,0.0,2843.0,775.92,0,144,AMO,787.07,2.181241168346333,73882.38,25.0,120,787.07,0.010653013614342148,1,73095.31,"(2.181, 2.256]","(110.4, 138.0]",12-36
a052421,65.0,121.0,107.0,1,70.0,2021-04-01,0.0,1208.0,650.82,0,120,AMO,0.0,2.1270584139519304,0.0,14.0,107,0.0,,0,0.0,"(2.094, 2.181]","(82.8, 110.4]",12-36
a052422,71.0,181.0,167.0,1,70.0,2021-04-01,0.0,2226.0,897.37,0,180,AMO,23000.0,1.704119827340087,133446.94,14.0,167,23000.0,0.17235314650152336,1,110446.94,"(-1.501, 2.094]","(165.6, 193.2]",12-36
a052428,30.0,181.0,175.0,1,46.0,2021-04-01,0.0,3952.0,1101.29,0,180,AMO,1361.43,2.1465996739690105,141111.79,6.0,175,1361.43,0.00964788271766661,1,139750.36000000002,"(2.094, 2.181]","(165.6, 193.2]",0-12
a052431,46.0,145.0,140.0,1,60.0,2021-04-01,0.0,2096.0,364.88,0,144,AMO,373.91,2.1339728017440436,35826.88,5.0,140,373.91,0.010436577229164249,1,35452.969999999994,"(2.094, 2.181]","(138.0, 165.6]",0-12
a052452,36.0,84.0,49.0,1,46.0,2021-04-01,0.0,3439.0,199.98,0,113,AMO,362.27,2.373553036768137,7326.46,35.0,49,362.27,0.04944679968224763,1,6964.1900000000005,"(2.256, 2.786]","(27.6, 55.2]",12-36
a052464,51.0,121.0,56.0,1,23.0,2021-04-01,0.0,6267.0,511.83,0,120,AMO,1136.27,2.3792105247758606,21390.77,65.0,56,1136.27,0.05311963991946059,1,20254.5,"(2.256, 2.786]","(55.2, 82.8]",60-120
a052478,71.0,60.0,8.0,1,70.0,2021-04-01,0.0,1603.0,91.94,0,60,AMO,100.47,2.3824105905492,663.68,52.0,8,100.47,0.15138319672131148,1,563.2099999999999,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a052483,56.0,60.0,5.0,1,43.0,2021-04-01,0.0,1712.0,161.53,0,55,AMO,177.33,2.2226338221276203,763.8,55.0,5,177.33,0.23216810683424982,1,586.4699999999999,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a052501,60.0,180.0,128.0,1,56.0,2021-04-01,0.0,771.0,176.54,0,180,AMO,368.37,2.3254909050882318,14355.29,52.0,128,368.37,0.025660923603772545,1,13986.92,"(2.256, 2.786]","(110.4, 138.0]",36-60
a052516,40.0,62.0,18.0,1,46.0,2021-04-01,0.0,2659.0,198.16,0,60,AMO,413.98,2.2221399822158108,3224.1,44.0,18,413.98,0.128401724512267,1,2810.12,"(2.181, 2.256]","(-0.276, 27.6]",36-60
a052517,48.0,84.0,33.0,1,56.0,2021-04-01,0.0,1501.0,215.34,0,84,AMO,484.22,2.300304520880929,5777.13,51.0,33,484.22,0.0838167048344074,1,5292.91,"(2.256, 2.786]","(27.6, 55.2]",36-60
a052533,55.0,61.0,18.0,1,60.0,2021-04-01,0.0,2500.0,213.41,0,60,AMO,231.6,2.1806073626269216,3266.11,43.0,18,231.6,0.07091004283382984,1,3034.51,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a052553,58.0,61.0,21.0,1,32.0,2021-04-01,0.0,6700.0,333.38,0,60,AMO,543.21,2.162946366655249,5974.7,40.0,21,543.21,0.0909183724705843,1,5431.49,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a052561,69.0,49.0,4.0,1,70.0,2021-04-01,0.0,1984.0,75.15,0,48,AMO,100.0,2.4766707603535107,197.24,45.0,4,100.0,0.5069965524234435,1,97.24000000000001,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a052562,47.0,48.0,3.0,1,56.0,2021-04-01,0.0,1650.0,32.0,0,47,AMO,59.96,2.486771597631009,100.54,45.0,3,59.96,0.5963795504276904,1,40.580000000000005,"(2.256, 2.786]","(-0.276, 27.6]",36-60
a052566,56.0,43.0,3.0,1,60.0,2021-04-01,0.0,3190.0,165.89,0,42,AMO,-1491.26,2.1806073626269216,0.0,40.0,3,-1491.26,0.0,0,1491.26,"(2.094, 2.181]","(-0.276, 27.6]",36-60
a052593,42.0,97.0,23.0,1,52.0,2021-04-01,0.0,2050.0,343.76,0,58,AMO,366.0,2.2521250891795868,6729.45,74.0,23,366.0,0.05438780286650469,1,6363.45,"(2.181, 2.256]","(-0.276, 27.6]",60-120
a052615,34.0,128.0,92.0,1,55.0,2021-04-01,0.0,1983.0,36.06,0,120,AMO,100.0,2.327756728984265,2344.24,36.0,92,100.0,0.04265774835341092,1,2244.24,"(2.256, 2.786]","(82.8, 110.4]",12-36
a052650,60.0,48.0,12.0,1,52.0,2021-04-01,0.0,1900.0,190.83,0,48,AMO,207.63,2.0371891877716086,2086.92,36.0,12,207.63,0.09949111609453165,1,1879.29,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a052667,59.0,60.0,24.0,1,60.0,2021-04-01,0.0,2000.0,407.46,0,60,AMO,443.02,2.144438574441063,8119.67,36.0,24,443.02,0.05456133069447403,1,7676.65,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a052674,51.0,72.0,40.0,1,47.0,2021-04-01,0.0,3680.0,180.02,0,72,AMO,0.0,2.2313467516589407,6134.73,32.0,40,0.0,0.0,0,6134.73,"(2.181, 2.256]","(27.6, 55.2]",12-36
a052700,65.0,60.0,26.0,1,70.0,2021-04-01,0.0,1282.0,97.4,0,60,AMO,500.0,2.1300207330549314,1953.46,34.0,26,500.0,0.2559560984100007,1,1453.46,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a052702,72.0,120.0,87.0,1,70.0,2021-04-01,0.0,2483.0,308.31,0,120,AMO,6000.0,2.255798466274281,17329.55,33.0,87,6000.0,0.3462294173824479,1,11329.55,"(2.181, 2.256]","(82.8, 110.4]",12-36
a052719,73.0,84.0,51.0,1,70.0,2021-04-01,0.0,1525.0,102.49,0,84,AR,110.88,2.1806073626269216,4169.31,33.0,51,110.88,0.026594328557962826,1,4058.4300000000003,"(2.094, 2.181]","(27.6, 55.2]",12-36
a052745,32.0,61.0,56.0,1,54.0,2021-04-01,0.0,3136.0,33.58,0,86,AMO,1250.0,2.20586354270022,1618.08,5.0,56,1250.0,0.7725205181449619,1,368.0799999999999,"(2.181, 2.256]","(55.2, 82.8]",0-12
a052754,40.0,61.0,29.0,1,46.0,2021-04-01,0.0,1794.0,273.74,0,60,AMO,0.0,2.059786933505226,0.0,32.0,29,0.0,,0,0.0,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a052762,59.0,36.0,9.0,1,56.0,2021-04-01,0.0,1500.0,124.06,0,36,AMO,166.0,2.134880057816211,900.55,27.0,9,166.0,0.18433179723502305,1,734.55,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a052795,40.0,37.0,8.0,1,23.0,2021-04-01,0.0,17724.0,642.36,0,36,AMO,701.87,2.0120168961140585,4263.56,29.0,8,701.87,0.16462064565761944,1,3561.6900000000005,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a052915,45.0,49.0,9.0,1,56.0,2021-04-01,0.0,1898.0,264.31,0,32,AMO,1500.0,2.0722904553405024,2083.34,40.0,9,1500.0,0.7199976960073727,1,583.3400000000001,"(-1.501, 2.094]","(-0.276, 27.6]",36-60
a052917,52.0,60.0,60.0,1,47.0,2021-04-01,0.0,2132.0,79.85,0,82,AMO,3500.0,2.0779509543539327,3685.04,0.0,60,3500.0,0.9497861624297158,1,185.03999999999996,"(-1.501, 2.094]","(55.2, 82.8]",0-12
a052923,31.0,84.0,63.0,1,54.0,2021-04-01,0.0,1900.0,109.93,0,84,AMO,229.37,2.258684812919244,5459.2,21.0,63,229.37,0.04201531359906214,1,5229.83,"(2.256, 2.786]","(55.2, 82.8]",12-36
a052942,25.0,185.0,162.0,1,52.0,2021-04-01,0.0,716.0,99.13,0,180,AMO,200.0,2.1810599287271124,8852.57,23.0,162,200.0,0.022592309351973497,1,8652.57,"(2.181, 2.256]","(138.0, 165.6]",12-36
a052957,77.0,61.0,38.0,1,70.0,2021-04-01,0.0,1891.0,412.24,0,60,AMO,3500.0,2.059786933505226,14400.98,23.0,38,3500.0,0.2430390154003408,1,10900.98,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a052958,67.0,61.0,38.0,1,70.0,2021-04-01,0.0,1663.0,251.82,0,60,AMO,0.0,2.1434524505722234,8906.77,23.0,38,0.0,0.0,0,8906.77,"(2.094, 2.181]","(27.6, 55.2]",12-36
a052975,73.0,60.0,38.0,1,70.0,2021-04-01,0.0,2388.0,347.88,0,60,AMO,2400.0,2.229650450982495,8978.8,22.0,38,2400.0,0.26729629794627346,1,6578.799999999999,"(2.181, 2.256]","(27.6, 55.2]",12-36
a052992,56.0,121.0,99.0,1,32.0,2021-04-01,0.0,5508.0,785.9,0,120,AMO,9000.0,2.217919990311313,55733.84,22.0,99,9000.0,0.1614817855722843,1,46733.84,"(2.181, 2.256]","(82.8, 110.4]",12-36
a052993,42.0,43.0,21.0,1,36.0,2021-04-01,0.0,2134.0,119.52,0,42,AMO,1000.0,2.1150024440703845,1114.46,22.0,21,1000.0,0.8972955512086571,1,114.46000000000004,"(2.094, 2.181]","(-0.276, 27.6]",12-36
a053002,47.0,49.0,27.0,1,56.0,2021-04-01,0.0,1547.0,92.31,0,48,AMO,1000.0,1.9698218474999636,2018.26,22.0,27,1000.0,0.49547630136850557,1,1018.26,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a053007,52.0,120.0,99.0,1,54.0,2021-04-01,0.0,1911.0,445.91,0,120,AMO,9000.0,2.2531230645036358,20970.83,21.0,99,9000.0,0.42916756275264256,1,11970.830000000002,"(2.181, 2.256]","(82.8, 110.4]",12-36
a053010,36.0,49.0,30.0,1,47.0,2021-04-01,0.0,2300.0,97.92,0,48,AMO,0.0,2.572874444406147,0.0,19.0,30,0.0,,0,0.0,"(2.256, 2.786]","(27.6, 55.2]",12-36
a053015,71.0,61.0,42.0,1,70.0,2021-04-01,0.0,2253.0,232.92,0,60,AMO,600.0,2.0779509543539327,7377.17,19.0,42,600.0,0.08133200129588988,1,6777.17,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a053019,53.0,49.0,28.0,1,34.0,2021-04-01,0.0,16456.0,277.29,0,48,AMO,1203.36,1.9698218474999636,6851.48,21.0,28,1203.36,0.17563504527488952,1,5648.12,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a053054,30.0,23.0,6.0,1,64.0,2021-04-01,0.0,1800.0,79.94,0,24,AMO,176.1,2.4581811677567225,357.46,17.0,6,176.1,0.4926425334303139,1,181.35999999999999,"(2.256, 2.786]","(-0.276, 27.6]",12-36
a053055,42.0,125.0,38.0,1,52.0,2021-04-01,0.0,1475.0,50.55,0,51,AMO,800.0,2.0837652646061153,985.23,87.0,38,800.0,0.8119931386579783,1,185.23000000000002,"(-1.501, 2.094]","(27.6, 55.2]",60-120
a053059,74.0,49.0,31.0,1,70.0,2021-04-01,0.0,1729.0,78.52,0,48,AMO,170.66,2.572874444406147,2103.11,18.0,31,170.66,0.08114649257528136,1,1932.45,"(2.256, 2.786]","(27.6, 55.2]",12-36
a053061,48.0,46.0,29.0,1,60.0,2021-04-01,0.0,1639.0,65.08,0,46,AMO,1000.0,2.3254909050882318,1644.24,17.0,29,1000.0,0.6081837201381793,1,644.24,"(2.256, 2.786]","(27.6, 55.2]",12-36
a053077,73.0,48.0,30.0,1,70.0,2021-04-01,0.0,1615.0,211.81,0,48,AMO,3000.0,1.9698218474999636,4667.96,18.0,30,3000.0,0.6426790289548325,1,1667.96,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a053096,65.0,48.0,33.0,1,70.0,2021-04-01,0.0,1796.0,247.58,0,48,AMO,-17.0,2.134880057816211,0.0,15.0,33,-17.0,0.0,0,17.0,"(2.094, 2.181]","(27.6, 55.2]",12-36
a053109,65.0,60.0,44.0,1,70.0,2021-04-01,0.0,2746.0,405.2,0,60,AMO,10000.0,2.049248534402984,16314.9,16.0,44,10000.0,0.6129366407394468,1,6314.9,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a053114,65.0,77.0,61.0,1,70.0,2021-04-01,0.0,1676.0,71.05,0,72,AMO,1500.0,2.2494268914439592,3765.89,16.0,61,1500.0,0.39831221836006897,1,2265.89,"(2.181, 2.256]","(55.2, 82.8]",12-36
a053146,53.0,49.0,34.0,1,48.0,2021-04-01,0.0,3245.0,175.81,0,48,AMO,789.66,2.0834253672477683,5190.27,15.0,34,789.66,0.15214237409614526,1,4400.610000000001,"(-1.501, 2.094]","(27.6, 55.2]",12-36
a053178,37.0,37.0,23.0,1,31.0,2021-04-01,0.0,11877.0,167.95,0,36,AMO,512.15,2.0834253672477683,3406.39,14.0,23,512.15,0.150349783788703,1,2894.24,"(-1.501, 2.094]","(-0.276, 27.6]",12-36
a053199,32.0,129.0,118.0,1,52.0,2021-04-01,0.0,1000.0,45.65,0,120,AMO,200.0,2.32769219013454,3514.12,11.0,118,200.0,0.05691325282005168,1,3314.12,"(2.256, 2.786]","(110.4, 138.0]",0-12
a053205,76.0,53.0,40.0,1,70.0,2021-04-01,0.0,1727.0,77.03,8,48,AMO,-243.86,2.3267871440206394,3257.43,13.0,40,-243.86,0.0,0,3501.29,"(2.256, 2.786]","(27.6, 55.2]",12-36
a053208,66.0,125.0,117.0,1,70.0,2021-04-01,0.0,1592.0,37.59,0,120,AMO,1018.92,2.26019622715296,2905.66,8.0,117,1018.92,0.3506673182684829,1,1886.7399999999998,"(2.256, 2.786]","(110.4, 138.0]",0-12
a053217,53.0,102.0,91.0,1,55.0,2021-04-01,0.0,1783.0,86.23,0,96,AMO,186.72,2.2602716168083514,5845.07,11.0,91,186.72,0.03194486977914721,1,5658.349999999999,"(2.256, 2.786]","(82.8, 110.4]",0-12
